N,depth,density,distance
226,11,0.02,469
227,11,0.02,715
228,11,0.02,1187
229,11,0.02,280
230,11,0.02,114
231,11,0.02,1482
232,11,0.02,361
233,11,0.02,415
234,11,0.02,708
235,11,0.02,1231
236,11,0.02,782
237,11,0.02,984
238,11,0.02,451
239,11,0.02,1198
240,11,0.02,344
241,11,0.02,709
242,11,0.02,621
243,11,0.02,394
244,11,0.02,822
245,11,0.02,711
246,11,0.02,459
247,11,0.02,785
248,11,0.02,571
249,11,0.02,1151
250,11,0.02,921
251,11,0.02,1193
252,11,0.02,969
253,11,0.02,634
254,11,0.02,280
255,11,0.02,125
256,11,0.02,343
257,11,0.02,324
258,11,0.02,143
259,11,0.02,470
260,11,0.02,958
261,11,0.02,614
262,11,0.02,697
263,11,0.02,111
264,11,0.02,160
265,11,0.02,858
266,11,0.02,45
267,11,0.02,479
268,11,0.02,593
269,11,0.02,116
270,11,0.02,1406
271,11,0.02,797
272,11,0.02,1314
273,11,0.02,394
274,11,0.02,972
275,11,0.02,1354
276,11,0.02,1163
277,11,0.02,357
278,11,0.02,130
279,11,0.02,803
280,11,0.02,1362
281,11,0.02,1068
282,11,0.02,656
283,11,0.02,419
284,11,0.02,569
285,11,0.02,837
286,11,0.02,956
287,11,0.02,501
288,11,0.02,517
289,11,0.02,243
290,11,0.02,364
291,11,0.02,131
292,11,0.02,228
293,11,0.02,275
294,11,0.02,345
295,11,0.02,215
296,11,0.02,895
297,11,0.02,1035
298,11,0.02,752
299,11,0.02,650
300,11,0.02,760
301,11,0.03,267
302,11,0.03,743
303,11,0.03,630
304,11,0.03,264
305,11,0.03,452
306,11,0.03,1303
307,11,0.03,1356
308,11,0.03,583
309,11,0.03,516
310,11,0.03,729
311,11,0.03,1191
312,11,0.03,418
313,11,0.03,916
314,11,0.03,845
315,11,0.03,1214
316,11,0.03,626
317,11,0.03,345
318,11,0.03,1036
319,11,0.03,727
320,11,0.03,703
321,11,0.03,1027
322,11,0.03,231
323,11,0.03,683
324,11,0.03,479
325,11,0.03,741
326,11,0.03,447
327,11,0.03,1539
328,11,0.03,741
329,11,0.03,1072
330,11,0.03,389
331,11,0.03,604
332,11,0.03,138
333,11,0.03,629
334,11,0.03,414
335,11,0.03,682
336,11,0.03,894
337,11,0.03,1561
338,11,0.03,752
339,11,0.03,1156
340,11,0.03,560
341,11,0.03,527
342,11,0.03,683
343,11,0.03,681
344,11,0.03,1043
345,11,0.03,744
346,11,0.03,570
347,11,0.03,805
348,11,0.03,124
349,11,0.03,718
350,11,0.03,341
351,11,0.03,885
352,11,0.03,1587
353,11,0.03,208
354,11,0.03,432
355,11,0.03,1273
356,11,0.03,1018
357,11,0.03,1409
358,11,0.03,535
359,11,0.03,310
360,11,0.03,641
361,11,0.03,1267
362,11,0.03,1155
363,11,0.03,322
364,11,0.03,483
365,11,0.03,716
366,11,0.03,337
367,11,0.03,384
368,11,0.03,576
369,11,0.03,341
370,11,0.03,282
371,11,0.03,1059
372,11,0.03,492
373,11,0.03,698
374,11,0.03,1259
375,11,0.03,536
376,11,0.03,555
377,11,0.03,903
378,11,0.03,891
379,11,0.03,327
380,11,0.03,446
381,11,0.03,976
382,11,0.03,651
383,11,0.03,671
384,11,0.03,286
385,11,0.03,340
386,11,0.03,288
387,11,0.03,645
388,11,0.03,386
389,11,0.03,443
390,11,0.03,1387
391,11,0.03,176
392,11,0.03,946
393,11,0.03,921
394,11,0.03,922
395,11,0.03,491
396,11,0.03,1369
397,11,0.03,778
398,11,0.03,382
399,11,0.03,1052
400,11,0.03,263
401,11,0.04,483
402,11,0.04,898
403,11,0.04,870
404,11,0.04,751
405,11,0.04,741
406,11,0.04,551
407,11,0.04,545
408,11,0.04,1029
409,11,0.04,655
410,11,0.04,434
411,11,0.04,63
412,11,0.04,652
413,11,0.04,1020
414,11,0.04,326
415,11,0.04,141
416,11,0.04,683
417,11,0.04,586
418,11,0.04,571
419,11,0.04,1140
420,11,0.04,342
421,11,0.04,1474
422,11,0.04,789
423,11,0.04,791
424,11,0.04,758
425,11,0.04,788
426,11,0.04,954
427,11,0.04,680
428,11,0.04,805
429,11,0.04,497
430,11,0.04,490
431,11,0.04,770
432,11,0.04,1260
433,11,0.04,121
434,11,0.04,798
435,11,0.04,488
436,11,0.04,789
437,11,0.04,397
438,11,0.04,417
439,11,0.04,837
440,11,0.04,790
441,11,0.04,627
442,11,0.04,1177
443,11,0.04,907
444,11,0.04,948
445,11,0.04,936
446,11,0.04,558
447,11,0.04,81
448,11,0.04,1488
449,11,0.04,730
450,11,0.04,951
451,11,0.04,354
452,11,0.04,393
453,11,0.04,847
454,11,0.04,615
455,11,0.04,1007
456,11,0.04,618
457,11,0.04,182
458,11,0.04,1025
459,11,0.04,612
460,11,0.04,640
461,11,0.04,702
462,11,0.04,733
463,11,0.04,686
464,11,0.04,554
465,11,0.04,1047
466,11,0.04,579
467,11,0.04,358
468,11,0.04,685
469,11,0.04,650
470,11,0.04,869
471,11,0.04,161
472,11,0.04,654
473,11,0.04,598
474,11,0.04,574
475,11,0.04,933
476,11,0.04,1240
477,11,0.04,858
478,11,0.04,1161
479,11,0.04,269
480,11,0.04,417
481,11,0.04,1056
482,11,0.04,427
483,11,0.04,788
484,11,0.04,557
485,11,0.04,1095
486,11,0.04,342
487,11,0.04,467
488,11,0.04,561
489,11,0.04,1159
490,11,0.04,885
491,11,0.04,430
492,11,0.04,1020
493,11,0.04,801
494,11,0.04,850
495,11,0.04,383
496,11,0.04,890
497,11,0.04,822
498,11,0.04,773
499,11,0.04,565
500,11,0.04,234
501,11,0.05,304
502,11,0.05,551
503,11,0.05,1266
504,11,0.05,378
505,11,0.05,710
506,11,0.05,424
507,11,0.05,1195
508,11,0.05,687
509,11,0.05,209
510,11,0.05,628
511,11,0.05,260
512,11,0.05,761
513,11,0.05,667
514,11,0.05,978
515,11,0.05,973
516,11,0.05,399
517,11,0.05,362
518,11,0.05,212
519,11,0.05,796
520,11,0.05,363
521,11,0.05,516
522,11,0.05,608
523,11,0.05,674
524,11,0.05,657
525,11,0.05,389
526,11,0.05,901
527,11,0.05,179
528,11,0.05,356
529,11,0.05,675
530,11,0.05,335
531,11,0.05,698
532,11,0.05,928
533,11,0.05,858
534,11,0.05,844
535,11,0.05,292
536,11,0.05,1174
537,11,0.05,644
538,11,0.05,183
539,11,0.05,839
540,11,0.05,1299
541,11,0.05,828
542,11,0.05,664
543,11,0.05,192
544,11,0.05,814
545,11,0.05,625
546,11,0.05,1237
547,11,0.05,1070
548,11,0.05,830
549,11,0.05,1093
550,11,0.05,689
551,11,0.05,882
552,11,0.05,404
553,11,0.05,1099
554,11,0.05,306
555,11,0.05,189
556,11,0.05,325
557,11,0.05,592
558,11,0.05,579
559,11,0.05,714
560,11,0.05,934
561,11,0.05,1129
562,11,0.05,1061
563,11,0.05,870
564,11,0.05,780
565,11,0.05,218
566,11,0.05,1001
567,11,0.05,868
568,11,0.05,1169
569,11,0.05,852
570,11,0.05,512
571,11,0.05,523
572,11,0.05,572
573,11,0.05,590
574,11,0.05,735
575,11,0.05,342
576,11,0.05,734
577,11,0.05,949
578,11,0.05,641
579,11,0.05,732
580,11,0.05,214
581,11,0.05,382
582,11,0.05,260
583,11,0.05,361
584,11,0.05,923
585,11,0.05,599
586,11,0.05,854
587,11,0.05,756
588,11,0.05,1316
589,11,0.05,841
590,11,0.05,225
591,11,0.05,837
592,11,0.05,845
593,11,0.05,632
594,11,0.05,111
595,11,0.05,700
596,11,0.05,874
597,11,0.05,189
598,11,0.05,267
599,11,0.05,1216
600,11,0.05,626
601,11,0.06,799
602,11,0.06,133
603,11,0.06,625
604,11,0.06,377
605,11,0.06,592
606,11,0.06,259
607,11,0.06,498
608,11,0.06,427
609,11,0.06,981
610,11,0.06,870
611,11,0.06,1516
612,11,0.06,928
613,11,0.06,301
614,11,0.06,507
615,11,0.06,655
616,11,0.06,934
617,11,0.06,275
618,11,0.06,577
619,11,0.06,310
620,11,0.06,642
621,11,0.06,747
622,11,0.06,252
623,11,0.06,689
624,11,0.06,615
625,11,0.06,538
626,11,0.06,632
627,11,0.06,912
628,11,0.06,660
629,11,0.06,498
630,11,0.06,1097
631,11,0.06,799
632,11,0.06,930
633,11,0.06,1117
634,11,0.06,927
635,11,0.06,243
636,11,0.06,547
637,11,0.06,529
638,11,0.06,703
639,11,0.06,657
640,11,0.06,629
641,11,0.06,1671
642,11,0.06,397
643,11,0.06,219
644,11,0.06,878
645,11,0.06,739
646,11,0.06,482
647,11,0.06,1012
648,11,0.06,432
649,11,0.06,721
650,11,0.06,587
651,11,0.06,1021
652,11,0.06,402
653,11,0.06,162
654,11,0.06,1460
655,11,0.06,902
656,11,0.06,559
657,11,0.06,245
658,11,0.06,617
659,11,0.06,438
660,11,0.06,502
661,11,0.06,575
662,11,0.06,140
663,11,0.06,611
664,11,0.06,713
665,11,0.06,688
666,11,0.06,277
667,11,0.06,482
668,11,0.06,1149
669,11,0.06,228
670,11,0.06,449
671,11,0.06,733
672,11,0.06,1218
673,11,0.06,115
674,11,0.06,556
675,11,0.06,363
676,11,0.06,1230
677,11,0.06,706
678,11,0.06,723
679,11,0.06,682
680,11,0.06,491
681,11,0.06,620
682,11,0.06,174
683,11,0.06,1162
684,11,0.06,434
685,11,0.06,407
686,11,0.06,347
687,11,0.06,1147
688,11,0.06,1063
689,11,0.06,780
690,11,0.06,545
691,11,0.06,871
692,11,0.06,915
693,11,0.06,1416
694,11,0.06,730
695,11,0.06,756
696,11,0.06,890
697,11,0.06,1005
698,11,0.06,512
699,11,0.06,408
700,11,0.06,282
701,11,0.07,69
702,11,0.07,1299
703,11,0.07,586
704,11,0.07,851
705,11,0.07,1198
706,11,0.07,865
707,11,0.07,760
708,11,0.07,1264
709,11,0.07,1201
710,11,0.07,949
711,11,0.07,717
712,11,0.07,331
713,11,0.07,861
714,11,0.07,148
715,11,0.07,380
716,11,0.07,836
717,11,0.07,1016
718,11,0.07,617
719,11,0.07,624
720,11,0.07,936
721,11,0.07,453
722,11,0.07,272
723,11,0.07,931
724,11,0.07,200
725,11,0.07,712
726,11,0.07,458
727,11,0.07,1009
728,11,0.07,344
729,11,0.07,914
730,11,0.07,601
731,11,0.07,364
732,11,0.07,1130
733,11,0.07,551
734,11,0.07,951
735,11,0.07,1438
736,11,0.07,583
737,11,0.07,893
738,11,0.07,585
739,11,0.07,694
740,11,0.07,480
741,11,0.07,311
742,11,0.07,1039
743,11,0.07,709
744,11,0.07,751
745,11,0.07,631
746,11,0.07,636
747,11,0.07,1234
748,11,0.07,872
749,11,0.07,525
750,11,0.07,576
751,11,0.07,546
752,11,0.07,236
753,11,0.07,420
754,11,0.07,885
755,11,0.07,513
756,11,0.07,1265
757,11,0.07,626
758,11,0.07,97
759,11,0.07,623
760,11,0.07,1470
761,11,0.07,206
762,11,0.07,610
763,11,0.07,343
764,11,0.07,1179
765,11,0.07,460
766,11,0.07,359
767,11,0.07,736
768,11,0.07,913
769,11,0.07,481
770,11,0.07,1271
771,11,0.07,1424
772,11,0.07,868
773,11,0.07,531
774,11,0.07,678
775,11,0.07,103
776,11,0.07,1077
777,11,0.07,1042
778,11,0.07,663
779,11,0.07,1106
780,11,0.07,407
781,11,0.07,404
782,11,0.07,208
783,11,0.07,235
784,11,0.07,880
785,11,0.07,466
786,11,0.07,901
787,11,0.07,742
788,11,0.07,307
789,11,0.07,779
790,11,0.07,272
791,11,0.07,1052
792,11,0.07,787
793,11,0.07,787
794,11,0.07,674
795,11,0.07,1274
796,11,0.07,777
797,11,0.07,1482
798,11,0.07,633
799,11,0.07,317
800,11,0.07,980
801,11,0.08,276
802,11,0.08,133
803,11,0.08,997
804,11,0.08,708
805,11,0.08,1684
806,11,0.08,282
807,11,0.08,646
808,11,0.08,371
809,11,0.08,530
810,11,0.08,464
811,11,0.08,817
812,11,0.08,839
813,11,0.08,514
814,11,0.08,810
815,11,0.08,562
816,11,0.08,497
817,11,0.08,426
818,11,0.08,767
819,11,0.08,228
820,11,0.08,622
821,11,0.08,417
822,11,0.08,423
823,11,0.08,951
824,11,0.08,162
825,11,0.08,268
826,11,0.08,776
827,11,0.08,608
828,11,0.08,471
829,11,0.08,339
830,11,0.08,788
831,11,0.08,349
832,11,0.08,743
833,11,0.08,688
834,11,0.08,135
835,11,0.08,1519
836,11,0.08,845
837,11,0.08,757
838,11,0.08,352
839,11,0.08,385
840,11,0.08,544
841,11,0.08,599
842,11,0.08,784
843,11,0.08,1119
844,11,0.08,872
845,11,0.08,223
846,11,0.08,99
847,11,0.08,921
848,11,0.08,386
849,11,0.08,600
850,11,0.08,816
851,11,0.08,401
852,11,0.08,364
853,11,0.08,696
854,11,0.08,1012
855,11,0.08,995
856,11,0.08,508
857,11,0.08,1024
858,11,0.08,183
859,11,0.08,408
860,11,0.08,292
861,11,0.08,103
862,11,0.08,353
863,11,0.08,154
864,11,0.08,951
865,11,0.08,386
866,11,0.08,734
867,11,0.08,1207
868,11,0.08,777
869,11,0.08,402
870,11,0.08,568
871,11,0.08,816
872,11,0.08,259
873,11,0.08,1182
874,11,0.08,166
875,11,0.08,245
876,11,0.08,953
877,11,0.08,1331
878,11,0.08,580
879,11,0.08,1192
880,11,0.08,625
881,11,0.08,388
882,11,0.08,870
883,11,0.08,545
884,11,0.08,1017
885,11,0.08,203
886,11,0.08,642
887,11,0.08,565
888,11,0.08,986
889,11,0.08,585
890,11,0.08,791
891,11,0.08,850
892,11,0.08,760
893,11,0.08,839
894,11,0.08,991
895,11,0.08,397
896,11,0.08,653
897,11,0.08,976
898,11,0.08,694
899,11,0.08,111
900,11,0.08,237
901,11,0.09,958
902,11,0.09,416
903,11,0.09,1602
904,11,0.09,144
905,11,0.09,652
906,11,0.09,179
907,11,0.09,1679
908,11,0.09,1335
909,11,0.09,509
910,11,0.09,1185
911,11,0.09,621
912,11,0.09,481
913,11,0.09,934
914,11,0.09,629
915,11,0.09,567
916,11,0.09,247
917,11,0.09,935
918,11,0.09,1317
919,11,0.09,306
920,11,0.09,515
921,11,0.09,1159
922,11,0.09,405
923,11,0.09,292
924,11,0.09,1067
925,11,0.09,861
926,11,0.09,558
927,11,0.09,1019
928,11,0.09,948
929,11,0.09,786
930,11,0.09,372
931,11,0.09,414
932,11,0.09,431
933,11,0.09,575
934,11,0.09,899
935,11,0.09,450
936,11,0.09,663
937,11,0.09,297
938,11,0.09,443
939,11,0.09,747
940,11,0.09,1088
941,11,0.09,571
942,11,0.09,443
943,11,0.09,196
944,11,0.09,786
945,11,0.09,249
946,11,0.09,1260
947,11,0.09,1477
948,11,0.09,859
949,11,0.09,693
950,11,0.09,956
951,11,0.09,368
952,11,0.09,352
953,11,0.09,831
954,11,0.09,537
955,11,0.09,594
956,11,0.09,122
957,11,0.09,1150
958,11,0.09,1033
959,11,0.09,923
960,11,0.09,307
961,11,0.09,86
962,11,0.09,646
963,11,0.09,984
964,11,0.09,518
965,11,0.09,667
966,11,0.09,429
967,11,0.09,93
968,11,0.09,485
969,11,0.09,490
970,11,0.09,698
971,11,0.09,673
972,11,0.09,615
973,11,0.09,64
974,11,0.09,145
975,11,0.09,351
976,11,0.09,948
977,11,0.09,563
978,11,0.09,529
979,11,0.09,1206
980,11,0.09,518
981,11,0.09,559
982,11,0.09,769
983,11,0.09,674
984,11,0.09,927
985,11,0.09,335
986,11,0.09,335
987,11,0.09,141
988,11,0.09,294
989,11,0.09,561
990,11,0.09,674
991,11,0.09,471
992,11,0.09,1133
993,11,0.09,553
994,11,0.09,722
995,11,0.09,643
996,11,0.09,1047
997,11,0.09,776
998,11,0.09,125
999,11,0.09,1062
1000,11,0.09,172
1001,11,0.1,696
1002,11,0.1,678
1003,11,0.1,731
1004,11,0.1,1249
1005,11,0.1,615
1006,11,0.1,42
1007,11,0.1,596
1008,11,0.1,260
1009,11,0.1,440
1010,11,0.1,341
1011,11,0.1,343
1012,11,0.1,394
1013,11,0.1,1129
1014,11,0.1,579
1015,11,0.1,1004
1016,11,0.1,1038
1017,11,0.1,603
1018,11,0.1,190
1019,11,0.1,596
1020,11,0.1,476
1021,11,0.1,1291
1022,11,0.1,912
1023,11,0.1,587
1024,11,0.1,1141
1025,11,0.1,1173
1026,11,0.1,405
1027,11,0.1,955
1028,11,0.1,537
1029,11,0.1,781
1030,11,0.1,810
1031,11,0.1,371
1032,11,0.1,875
1033,11,0.1,1606
1034,11,0.1,1243
1035,11,0.1,303
1036,11,0.1,1012
1037,11,0.1,730
1038,11,0.1,1577
1039,11,0.1,1041
1040,11,0.1,983
1041,11,0.1,1222
1042,11,0.1,642
1043,11,0.1,1062
1044,11,0.1,258
1045,11,0.1,459
1046,11,0.1,750
1047,11,0.1,396
1048,11,0.1,454
1049,11,0.1,1025
1050,11,0.1,1121
1051,11,0.1,600
1052,11,0.1,978
1053,11,0.1,536
1054,11,0.1,499
1055,11,0.1,1207
1056,11,0.1,337
1057,11,0.1,503
1058,11,0.1,666
1059,11,0.1,918
1060,11,0.1,703
1061,11,0.1,730
1062,11,0.1,399
1063,11,0.1,598
1064,11,0.1,137
1065,11,0.1,583
1066,11,0.1,923
1067,11,0.1,656
1068,11,0.1,871
1069,11,0.1,365
1070,11,0.1,1167
1071,11,0.1,444
1072,11,0.1,1437
1073,11,0.1,605
1074,11,0.1,1127
1075,11,0.1,506
1076,11,0.1,583
1077,11,0.1,67
1078,11,0.1,1335
1079,11,0.1,545
1080,11,0.1,788
1081,11,0.1,837
1082,11,0.1,349
1083,11,0.1,364
1084,11,0.1,1096
1085,11,0.1,399
1086,11,0.1,518
1087,11,0.1,310
1088,11,0.1,983
1089,11,0.1,789
1090,11,0.1,555
1091,11,0.1,866
1092,11,0.1,350
1093,11,0.1,397
1094,11,0.1,664
1095,11,0.1,983
1096,11,0.1,532
1097,11,0.1,641
1098,11,0.1,266
1099,11,0.1,383
1100,11,0.1,527
1101,11,0.11,471
1102,11,0.11,485
1103,11,0.11,78
1104,11,0.11,235
1105,11,0.11,986
1106,11,0.11,178
1107,11,0.11,526
1108,11,0.11,617
1109,11,0.11,1087
1110,11,0.11,817
1111,11,0.11,1155
1112,11,0.11,753
1113,11,0.11,1126
1114,11,0.11,936
1115,11,0.11,707
1116,11,0.11,1143
1117,11,0.11,130
1118,11,0.11,1203
1119,11,0.11,887
1120,11,0.11,545
1121,11,0.11,271
1122,11,0.11,415
1123,11,0.11,247
1124,11,0.11,403
1125,11,0.11,600
1126,11,0.11,281
1127,11,0.11,929
1128,11,0.11,638
1129,11,0.11,535
1130,11,0.11,1017
1131,11,0.11,719
1132,11,0.11,890
1133,11,0.11,1030
1134,11,0.11,413
1135,11,0.11,491
1136,11,0.11,747
1137,11,0.11,724
1138,11,0.11,1247
1139,11,0.11,869
1140,11,0.11,1896
1141,11,0.11,272
1142,11,0.11,478
1143,11,0.11,98
1144,11,0.11,1109
1145,11,0.11,415
1146,11,0.11,680
1147,11,0.11,761
1148,11,0.11,723
1149,11,0.11,591
1150,11,0.11,780
1151,11,0.11,186
1152,11,0.11,177
1153,11,0.11,102
1154,11,0.11,384
1155,11,0.11,472
1156,11,0.11,276
1157,11,0.11,779
1158,11,0.11,453
1159,11,0.11,1113
1160,11,0.11,816
1161,11,0.11,756
1162,11,0.11,702
1163,11,0.11,1208
1164,11,0.11,941
1165,11,0.11,231
1166,11,0.11,387
1167,11,0.11,938
1168,11,0.11,572
1169,11,0.11,575
1170,11,0.11,352
1171,11,0.11,663
1172,11,0.11,632
1173,11,0.11,1098
1174,11,0.11,233
1175,11,0.11,1117
1176,11,0.11,864
1177,11,0.11,426
1178,11,0.11,757
1179,11,0.11,67
1180,11,0.11,403
1181,11,0.11,1292
1182,11,0.11,954
1183,11,0.11,1060
1184,11,0.11,1160
1185,11,0.11,259
1186,11,0.11,252
1187,11,0.11,491
1188,11,0.11,797
1189,11,0.11,437
1190,11,0.11,706
1191,11,0.11,413
1192,11,0.11,966
1193,11,0.11,821
1194,11,0.11,565
1195,11,0.11,955
1196,11,0.11,574
1197,11,0.11,495
1198,11,0.11,659
1199,11,0.11,566
1200,11,0.11,242
1201,11,0.12,544
1202,11,0.12,249
1203,11,0.12,1101
1204,11,0.12,404
1205,11,0.12,985
1206,11,0.12,1322
1207,11,0.12,1590
1208,11,0.12,369
1209,11,0.12,632
1210,11,0.12,1053
1211,11,0.12,761
1212,11,0.12,1229
1213,11,0.12,595
1214,11,0.12,753
1215,11,0.12,903
1216,11,0.12,765
1217,11,0.12,897
1218,11,0.12,696
1219,11,0.12,1022
1220,11,0.12,484
1221,11,0.12,905
1222,11,0.12,825
1223,11,0.12,732
1224,11,0.12,1006
1225,11,0.12,583
1226,11,0.12,638
1227,11,0.12,928
1228,11,0.12,904
1229,11,0.12,666
1230,11,0.12,108
1231,11,0.12,75
1232,11,0.12,820
1233,11,0.12,658
1234,11,0.12,693
1235,11,0.12,995
1236,11,0.12,443
1237,11,0.12,739
1238,11,0.12,919
1239,11,0.12,142
1240,11,0.12,383
1241,11,0.12,224
1242,11,0.12,875
1243,11,0.12,1178
1244,11,0.12,783
1245,11,0.12,497
1246,11,0.12,979
1247,11,0.12,893
1248,11,0.12,781
1249,11,0.12,253
1250,11,0.12,172
1251,11,0.12,99
1252,11,0.12,1069
1253,11,0.12,805
1254,11,0.12,949
1255,11,0.12,1237
1256,11,0.12,480
1257,11,0.12,1618
1258,11,0.12,1044
1259,11,0.12,365
1260,11,0.12,508
1261,11,0.12,476
1262,11,0.12,1080
1263,11,0.12,394
1264,11,0.12,391
1265,11,0.12,403
1266,11,0.12,1226
1267,11,0.12,245
1268,11,0.12,673
1269,11,0.12,1358
1270,11,0.12,985
1271,11,0.12,737
1272,11,0.12,79
1273,11,0.12,447
1274,11,0.12,459
1275,11,0.12,379
1276,11,0.12,276
1277,11,0.12,972
1278,11,0.12,462
1279,11,0.12,682
1280,11,0.12,1352
1281,11,0.12,475
1282,11,0.12,1176
1283,11,0.12,850
1284,11,0.12,885
1285,11,0.12,1498
1286,11,0.12,584
1287,11,0.12,124
1288,11,0.12,741
1289,11,0.12,518
1290,11,0.12,231
1291,11,0.12,1084
1292,11,0.12,725
1293,11,0.12,785
1294,11,0.12,881
1295,11,0.12,617
1296,11,0.12,312
1297,11,0.12,808
1298,11,0.12,1134
1299,11,0.12,886
1300,11,0.12,909
1301,11,0.13,698
1302,11,0.13,1726
1303,11,0.13,1060
1304,11,0.13,1164
1305,11,0.13,968
1306,11,0.13,556
1307,11,0.13,995
1308,11,0.13,338
1309,11,0.13,935
1310,11,0.13,507
1311,11,0.13,389
1312,11,0.13,691
1313,11,0.13,1024
1314,11,0.13,91
1315,11,0.13,115
1316,11,0.13,1023
1317,11,0.13,401
1318,11,0.13,168
1319,11,0.13,224
1320,11,0.13,633
1321,11,0.13,948
1322,11,0.13,142
1323,11,0.13,785
1324,11,0.13,1350
1325,11,0.13,899
1326,11,0.13,1569
1327,11,0.13,851
1328,11,0.13,1058
1329,11,0.13,1159
1330,11,0.13,998
1331,11,0.13,796
1332,11,0.13,369
1333,11,0.13,1293
1334,11,0.13,1144
1335,11,0.13,920
1336,11,0.13,312
1337,11,0.13,1209
1338,11,0.13,257
1339,11,0.13,600
