alg,path_len,visited_points,queue_rest_size,time_ms,N
hastar,613,50954,1226,666.3990020751953,20
astar,1026,261621,2051,2303.1718730926514,21
castar,1026,3076,2050,12.143135070800781,21
hastar,1026,261621,2051,3614.975929260254,21
astar,435,1303,868,5.321979522705078,22
castar,435,1303,868,4.839897155761719,22
hastar,435,1303,868,10.956764221191406,22
astar,636,1906,1270,7.908105850219727,23
castar,636,1906,1270,7.271051406860352,23
hastar,636,1906,1270,16.412019729614258,23
astar,594,47372,1187,381.87599182128906,24
castar,594,1780,1186,6.927728652954102,24
hastar,594,47372,1187,616.3539886474609,24
astar,683,11386,1365,87.50081062316895,25
castar,683,2047,1364,7.91621208190918,25
hastar,683,11386,1365,147.62496948242188,25
astar,754,103008,1508,864.051103591919,26
castar,754,2260,1506,9.011983871459961,26
hastar,754,103008,1508,1394.6268558502197,26
astar,176,4127,351,30.79986572265625,27
castar,176,526,350,1.9600391387939453,27
hastar,176,4127,351,47.821998596191406,27
astar,625,99050,1250,834.6569538116455,28
castar,625,1873,1248,7.359981536865234,28
hastar,625,99050,1250,1321.7899799346924,28
astar,1088,221936,2175,1892.199993133545,29
castar,1088,3262,2174,13.005971908569336,29
hastar,1088,221936,2175,2964.4229412078857,29
astar,347,28726,693,231.28509521484375,30
castar,347,1039,692,3.894805908203125,30
hastar,347,28726,693,373.12889099121094,30
astar,983,2947,1964,12.106895446777344,31
castar,983,2947,1964,11.492013931274414,31
hastar,983,2947,1964,25.73418617248535,31
astar,509,1525,1016,6.148099899291992,32
castar,509,1525,1016,5.700111389160156,32
hastar,509,1525,1016,13.410806655883789,32
astar,594,88638,1188,754.5428276062012,33
castar,594,1780,1186,6.949186325073242,33
hastar,594,88638,1188,1156.9139957427979,33
astar,1079,3235,2156,13.242721557617188,34
castar,1079,3235,2156,12.583255767822266,34
hastar,1079,3235,2156,28.948068618774414,34
astar,617,1849,1232,7.824897766113281,35
castar,617,1849,1232,8.107185363769531,35
hastar,617,1849,1232,17.709970474243164,35
astar,673,2017,1344,8.032083511352539,36
castar,673,2017,1344,7.711887359619141,36
hastar,673,2017,1344,17.51232147216797,36
astar,388,1162,774,4.615306854248047,37
castar,388,1162,774,4.377126693725586,37
hastar,388,1162,774,9.716987609863281,37
astar,902,2704,1802,11.017084121704102,38
castar,902,2704,1802,10.43701171875,38
hastar,902,2704,1802,23.26202392578125,38
astar,282,844,562,3.422975540161133,39
castar,282,844,562,3.149747848510742,39
hastar,282,844,562,6.934881210327148,39
astar,81,754,162,4.975080490112305,40
castar,81,241,160,0.885009765625,40
hastar,81,754,162,8.156776428222656,40
astar,318,952,634,3.8089752197265625,41
castar,318,952,634,3.5212039947509766,41
hastar,318,952,634,7.905721664428711,41
astar,457,1369,912,5.583047866821289,42
castar,457,1369,912,5.093097686767578,42
hastar,457,1369,912,11.520862579345703,42
astar,886,195105,1771,1695.2629089355469,43
castar,886,2656,1770,10.392189025878906,43
hastar,886,195105,1771,2753.6838054656982,43
astar,860,2578,1718,10.658979415893555,44
castar,860,2578,1718,10.01286506652832,44
hastar,860,2578,1718,22.95398712158203,44
astar,360,1078,718,4.323005676269531,45
castar,360,1078,718,4.040956497192383,45
hastar,360,1078,718,9.151935577392578,45
astar,794,2380,1586,10.272026062011719,46
castar,794,2380,1586,9.243965148925781,46
hastar,794,2380,1586,21.198034286499023,46
astar,1389,459348,2777,4208.256959915161,47
castar,1389,4165,2776,16.311168670654297,47
hastar,1389,459348,2777,6544.651031494141,47
astar,663,95718,1325,794.4908142089844,48
castar,663,1987,1324,7.850408554077148,48
hastar,663,95718,1325,1283.7367057800293,48
astar,119,355,236,1.4808177947998047,49
castar,119,355,236,1.313924789428711,49
hastar,119,355,236,2.9571056365966797,49
astar,864,2590,1726,10.59412956237793,50
castar,864,2590,1726,10.046958923339844,50
hastar,864,2590,1726,22.740840911865234,50
astar,310,2150,620,13.656854629516602,51
castar,310,928,618,3.429889678955078,51
hastar,310,2150,620,22.82428741455078,51
astar,568,1702,1134,6.904125213623047,52
castar,568,1702,1134,6.518125534057617,52
hastar,568,1702,1134,14.396905899047852,52
astar,658,1972,1314,8.051156997680664,53
castar,658,1972,1314,7.419824600219727,53
hastar,658,1972,1314,16.87908172607422,53
astar,1473,4417,2944,18.3870792388916,54
castar,1473,4417,2944,17.042875289916992,54
hastar,1473,4417,2944,39.263010025024414,54
astar,64,190,126,0.8330345153808594,55
castar,64,190,126,0.6949901580810547,55
hastar,64,190,126,1.4050006866455078,55
astar,940,205160,1880,1772.6387977600098,56
castar,940,2818,1878,11.185169219970703,56
hastar,940,205160,1880,2775.8641242980957,56
astar,272,814,542,3.3059120178222656,57
castar,272,814,542,3.014087677001953,57
hastar,272,814,542,6.553888320922852,57
astar,346,26777,691,216.22014045715332,58
castar,346,1036,690,3.904104232788086,58
hastar,346,26777,691,336.40384674072266,58
astar,112,334,222,1.3141632080078125,59
castar,112,334,222,1.2280941009521484,59
hastar,112,334,222,2.5839805603027344,59
astar,1061,3181,2120,12.88604736328125,60
castar,1061,3181,2120,12.263298034667969,60
hastar,1061,3181,2120,27.678966522216797,60
astar,127,1434,254,9.508132934570312,61
castar,127,379,252,1.4009475708007812,61
hastar,127,1434,254,15.30909538269043,61
astar,528,45788,1055,382.5490474700928,62
castar,528,1582,1054,5.965232849121094,62
hastar,528,45788,1055,609.6069812774658,62
astar,890,199744,1780,1703.8018703460693,63
castar,890,2668,1778,10.480880737304688,63
hastar,890,199744,1780,2704.3588161468506,63
astar,840,2518,1678,10.490894317626953,64
castar,840,2518,1678,9.667158126831055,64
hastar,840,2518,1678,21.762847900390625,64
astar,278,832,554,3.3719539642333984,65
castar,278,832,554,3.0829906463623047,65
hastar,278,832,554,6.745100021362305,65
astar,1256,387018,2512,3464.1010761260986,66
castar,1256,3766,2510,14.79196548461914,66
hastar,1256,387018,2512,5424.254894256592,66
astar,986,2956,1970,12.117862701416016,67
castar,986,2956,1970,11.300086975097656,67
hastar,986,2956,1970,25.820016860961914,67
astar,613,78656,1225,644.582986831665,68
castar,613,1837,1224,7.281780242919922,68
hastar,613,78656,1225,1032.5219631195068,68
astar,1095,3283,2188,13.582706451416016,69
castar,1095,3283,2188,12.637853622436523,69
hastar,1095,3283,2188,29.27994728088379,69
astar,734,126941,1467,1062.7341270446777,70
castar,734,2200,1466,8.58926773071289,70
hastar,734,126941,1467,1752.1429061889648,70
astar,369,1105,736,4.3697357177734375,71
castar,369,1105,736,4.0760040283203125,71
hastar,369,1105,736,9.388923645019531,71
astar,548,75984,1096,632.9262256622314,72
castar,548,1642,1094,6.414651870727539,72
hastar,548,75984,1096,991.3017749786377,72
astar,414,24702,828,192.00396537780762,73
castar,414,1240,826,4.641056060791016,73
hastar,414,24702,828,301.64194107055664,73
astar,965,2893,1928,11.831045150756836,74
castar,965,2893,1928,11.00921630859375,74
hastar,965,2893,1928,25.77519416809082,74
astar,414,1240,826,5.063056945800781,75
castar,414,1240,826,4.606962203979492,75
hastar,414,1240,826,10.90097427368164,75
astar,324,970,646,3.8640499114990234,76
castar,324,970,646,3.566265106201172,76
hastar,324,970,646,8.012056350708008,76
astar,1130,3388,2258,14.085769653320312,77
castar,1130,3388,2258,12.970924377441406,77
hastar,1130,3388,2258,30.28702735900879,77
astar,350,1048,698,4.260063171386719,78
castar,350,1048,698,3.875732421875,78
hastar,350,1048,698,8.678913116455078,78
astar,1117,3349,2232,13.586759567260742,79
castar,1117,3349,2232,12.902975082397461,79
hastar,1117,3349,2232,29.740095138549805,79
astar,749,2245,1496,9.18722152709961,80
castar,749,2245,1496,8.617877960205078,80
hastar,749,2245,1496,19.59514617919922,80
astar,432,46151,863,378.6590099334717,81
castar,432,1294,862,4.915952682495117,81
hastar,432,46151,863,589.780330657959,81
astar,617,66090,1234,538.6800765991211,82
castar,617,1849,1232,7.200956344604492,82
hastar,617,66090,1234,863.865852355957,82
astar,230,688,458,2.766132354736328,83
castar,230,688,458,2.5811195373535156,83
hastar,230,688,458,5.405902862548828,83
astar,1159,254328,2317,2187.7996921539307,84
castar,1159,3475,2316,13.780832290649414,84
hastar,1159,254328,2317,3491.3480281829834,84
astar,712,128016,1423,1067.4288272857666,85
castar,712,2134,1422,8.270025253295898,85
hastar,712,128016,1423,1663.9516353607178,85
astar,459,1375,916,5.34510612487793,86
castar,459,1375,916,5.104780197143555,86
hastar,459,1375,916,11.801004409790039,86
astar,555,59073,1110,487.4379634857178,87
castar,555,1663,1108,6.346940994262695,87
hastar,555,59073,1110,796.0648536682129,87
astar,477,25974,953,215.13080596923828,88
castar,477,1429,952,5.355119705200195,88
hastar,477,25974,953,334.0649604797363,88
astar,17,64,33,0.36787986755371094,89
castar,17,49,32,0.1900196075439453,89
hastar,17,64,33,0.5350112915039062,89
astar,230,688,458,2.6628971099853516,90
castar,230,688,458,2.538919448852539,90
hastar,230,688,458,5.440950393676758,90
astar,738,89237,1475,740.3090000152588,91
castar,738,2212,1474,8.726119995117188,91
hastar,738,89237,1475,1174.818754196167,91
astar,142,2189,283,15.608072280883789,92
castar,142,424,282,1.584768295288086,92
hastar,142,2189,283,26.008129119873047,92
astar,489,1465,976,5.967855453491211,93
castar,489,1465,976,5.430936813354492,93
hastar,489,1465,976,12.410879135131836,93
astar,402,38996,803,319.77295875549316,94
castar,402,1204,802,4.659175872802734,94
hastar,402,38996,803,510.93292236328125,94
astar,314,25133,627,201.64775848388672,95
castar,314,940,626,3.5240650177001953,95
hastar,314,25133,627,316.56408309936523,95
astar,500,60364,999,490.2651309967041,96
castar,500,1498,998,5.74803352355957,96
hastar,500,60364,999,794.2080497741699,96
astar,1052,3154,2102,12.773990631103516,97
castar,1052,3154,2102,11.999845504760742,97
hastar,1052,3154,2102,28.071880340576172,97
astar,1364,4090,2726,16.436100006103516,98
castar,1364,4090,2726,15.852928161621094,98
hastar,1364,4090,2726,36.17262840270996,98
astar,934,2800,1866,11.705160140991211,99
castar,934,2800,1866,10.671138763427734,99
hastar,934,2800,1866,24.67203140258789,99
astar,851,177094,1702,1540.2379035949707,100
castar,851,2551,1700,9.91511344909668,100
hastar,851,177094,1702,2444.316864013672,100
astar,758,127108,2666,1110.0389957427979,101
castar,768,2285,1515,9.546995162963867,101
hastar,760,3111,2300,36.91983222961426,101
astar,110,512,388,3.2329559326171875,102
castar,112,329,217,1.3036727905273438,102
hastar,110,512,388,5.624055862426758,102
astar,958,6932,1881,45.144081115722656,103
castar,966,2956,1977,12.295961380004883,103
hastar,962,3576,2330,37.28532791137695,103
astar,49,141,92,0.6089210510253906,104
castar,49,141,92,0.5390644073486328,104
hastar,49,141,92,1.0559558868408203,104
astar,1330,7071,5652,52.271127700805664,105
castar,1336,3928,2592,16.52216911315918,105
hastar,1334,4522,2997,49.2398738861084,105
astar,455,1355,900,5.522966384887695,106
castar,455,1355,900,5.163908004760742,106
hastar,455,1355,900,11.611223220825195,106
astar,657,1930,1273,8.063077926635742,107
castar,657,1930,1273,7.364988327026367,107
hastar,657,1930,1273,16.389131546020508,107
astar,922,4800,3782,34.43479537963867,108
castar,932,2763,1797,10.88404655456543,108
hastar,928,3308,2060,33.01405906677246,108
astar,276,818,542,3.2958984375,109
castar,276,818,542,3.537893295288086,109
hastar,276,818,542,7.472038269042969,109
astar,679,73821,1983,648.3001708984375,110
castar,685,2034,1345,8.523941040039062,110
hastar,681,2292,1596,24.37901496887207,110
astar,1081,5689,4522,39.617061614990234,111
castar,1085,3195,2110,12.368917465209961,111
hastar,1083,3646,2534,37.24169731140137,111
astar,659,48232,1280,395.04384994506836,112
castar,667,2029,1357,8.55398178100586,112
hastar,661,2366,1691,25.440692901611328,112
astar,550,3454,2840,26.37004852294922,113
castar,556,1641,1085,6.852865219116211,113
hastar,552,2739,2208,41.53800010681152,113
astar,518,24599,1028,202.1939754486084,114
castar,518,1540,1022,5.879878997802734,114
hastar,518,1541,1023,13.446807861328125,114
astar,1625,7647,5925,50.745248794555664,115
castar,1631,4829,3198,18.748044967651367,115
hastar,1629,5661,3900,59.36598777770996,115
astar,837,91411,1641,780.5447578430176,116
castar,837,2552,1702,10.799884796142578,116
hastar,837,2468,1631,22.701025009155273,116
astar,258,1011,743,5.752801895141602,117
castar,262,771,508,3.0100345611572266,117
hastar,258,1011,743,10.905027389526367,117
astar,618,77165,1936,675.45485496521,118
castar,620,1880,1255,7.805109024047852,118
hastar,618,1929,1304,17.113685607910156,118
astar,1215,3999,2765,19.39105987548828,119
castar,1223,3597,2374,14.040946960449219,119
hastar,1215,3999,2765,40.71807861328125,119
astar,774,2755,1969,14.549970626831055,120
castar,778,2298,1520,9.05609130859375,120
hastar,776,2421,1640,23.73981475830078,120
astar,346,9289,668,74.76592063903809,121
castar,346,1003,657,3.9451122283935547,121
hastar,346,1003,657,9.026050567626953,121
astar,967,2983,2012,13.372182846069336,122
castar,969,2879,1908,11.560201644897461,122
hastar,967,2983,2012,28.779029846191406,122
astar,585,69655,1154,610.2800369262695,123
castar,589,1766,1175,7.347345352172852,123
hastar,587,1822,1223,16.389131546020508,123
astar,791,118071,2718,1074.4431018829346,124
castar,793,2344,1551,9.443044662475586,124
hastar,791,2509,1713,23.984909057617188,124
astar,1484,8428,6789,62.670230865478516,125
castar,1486,4398,2912,17.47417449951172,125
hastar,1486,4596,3094,45.73988914489746,125
astar,397,37088,778,307.2390556335449,126
castar,401,1182,779,4.563808441162109,126
hastar,397,1343,937,12.962102890014648,126
astar,448,6910,918,53.23004722595215,127
castar,448,1315,867,4.908084869384766,127
hastar,448,1555,1070,16.112089157104492,127
astar,644,73710,1267,655.4610729217529,128
castar,648,1910,1262,7.505893707275391,128
hastar,644,2265,1602,23.289918899536133,128
astar,868,2592,1720,11.039018630981445,129
castar,868,2592,1720,10.342121124267578,129
hastar,868,2592,1720,23.01192283630371,129
astar,761,2251,1488,9.463787078857422,130
castar,761,2251,1488,8.836030960083008,130
hastar,761,2485,1697,23.190021514892578,130
astar,989,2913,1924,12.201786041259766,131
castar,989,2913,1924,11.23809814453125,131
hastar,989,2961,1963,25.99310874938965,131
astar,406,1230,822,5.225896835327148,132
castar,408,1195,787,4.456043243408203,132
hastar,406,1486,1073,14.441967010498047,132
astar,507,61252,1544,517.2989368438721,133
castar,509,1514,1003,5.918979644775391,133
hastar,507,1584,1039,14.539003372192383,133
astar,1197,4255,3019,24.02806282043457,134
castar,1201,3580,2377,14.451265335083008,134
hastar,1197,4255,3019,48.4468936920166,134
astar,589,2656,2036,17.704248428344727,135
castar,593,1752,1159,7.71784782409668,135
hastar,591,1994,1396,19.76299285888672,135
astar,1117,307148,2213,2759.2239379882812,136
castar,1125,3439,2301,14.525890350341797,136
hastar,1121,4068,2780,42.884111404418945,136
astar,737,58346,1957,478.78503799438477,137
castar,749,2281,1522,9.700775146484375,137
hastar,741,3018,2134,34.81888771057129,137
astar,188,554,366,2.1750926971435547,138
castar,188,554,366,2.034902572631836,138
hastar,188,554,366,4.332065582275391,138
astar,280,4459,572,32.14001655578613,139
castar,284,903,556,3.7078857421875,139
hastar,280,1479,1157,20.349979400634766,139
astar,718,123204,2589,1035.1386070251465,140
castar,724,2171,1443,8.936882019042969,140
hastar,720,2416,1687,24.54400062561035,140
astar,1020,244772,4374,2140.998125076294,141
castar,1028,3018,1989,12.829065322875977,141
hastar,1022,3393,2324,35.118818283081055,141
astar,355,988,621,4.839897155761719,142
castar,357,913,551,3.8118362426757812,142
hastar,355,988,621,9.475946426391602,142
astar,62,182,120,0.7836818695068359,143
castar,62,182,120,0.7009506225585938,143
hastar,62,196,132,1.7399787902832031,143
astar,726,2717,1972,15.115022659301758,144
castar,730,2158,1428,8.774042129516602,144
hastar,728,2381,1641,24.739980697631836,144
astar,1309,419211,2578,3912.524938583374,145
castar,1319,3928,2602,16.16692543029785,145
hastar,1313,4724,3345,53.72977256774902,145
astar,731,2199,1466,9.29880142211914,146
castar,731,2199,1466,8.577823638916016,146
hastar,731,2199,1466,19.268035888671875,146
astar,331,25357,652,206.79187774658203,147
castar,331,982,651,3.7641525268554688,147
hastar,331,982,651,8.296012878417969,147
astar,567,1893,1317,9.212970733642578,148
castar,571,1678,1107,6.442070007324219,148
hastar,567,1893,1317,18.251895904541016,148
astar,503,3093,2532,22.933006286621094,149
castar,507,1526,1017,6.02412223815918,149
hastar,505,2367,1821,28.629064559936523,149
astar,600,62209,1174,520.2810764312744,150
castar,602,1769,1167,6.886005401611328,150
hastar,600,1848,1243,16.367673873901367,150
astar,691,3266,2541,20.680904388427734,151
castar,697,2186,1421,9.085893630981445,151
hastar,693,3338,2392,45.34792900085449,151
astar,464,3401,2860,26.893138885498047,152
castar,470,1382,912,5.155086517333984,152
hastar,466,2718,2028,41.49198532104492,152
astar,202,641,435,2.8429031372070312,153
castar,202,641,435,2.669811248779297,153
hastar,202,641,435,5.716085433959961,153
astar,736,2240,1499,9.846210479736328,154
castar,738,2176,1438,8.437156677246094,154
hastar,736,2240,1499,21.150827407836914,154
astar,741,81068,1465,683.2959651947021,155
castar,741,2196,1455,8.504152297973633,155
hastar,741,2190,1449,18.883943557739258,155
astar,976,34845,2185,275.24876594543457,156
castar,986,2990,1998,12.257575988769531,156
hastar,982,3571,2547,38.15793991088867,156
astar,1463,521778,2922,4783.071994781494,157
castar,1471,4386,2909,17.735958099365234,157
hastar,1469,4483,3005,41.235923767089844,157
astar,814,163258,3168,1427.724838256836,158
castar,818,2463,1636,10.381221771240234,158
hastar,816,2913,2078,31.152963638305664,158
astar,870,3591,2690,21.499156951904297,159
castar,876,2665,1748,10.815858840942383,159
hastar,872,3311,2205,35.78305244445801,159
astar,666,3527,2798,24.995088577270508,160
castar,674,2000,1306,7.796049118041992,160
hastar,668,2434,1739,25.591135025024414,160
astar,734,3138,2355,18.66888999938965,161
castar,736,2206,1465,8.616924285888672,161
hastar,734,3146,2362,37.71400451660156,161
astar,887,2792,1891,12.627124786376953,162
castar,891,2657,1742,10.445833206176758,162
hastar,887,2783,1884,25.068044662475586,162
astar,799,156071,3067,1356.2617301940918,163
castar,805,2371,1564,9.327173233032227,163
hastar,801,2496,1691,23.010969161987305,163
astar,667,1974,1307,8.01992416381836,164
castar,667,1974,1307,7.515192031860352,164
hastar,667,1974,1307,16.94488525390625,164
astar,489,1445,956,5.949735641479492,165
castar,489,1445,956,5.439043045043945,165
hastar,489,1444,955,12.55488395690918,165
astar,309,993,674,4.51207160949707,166
castar,311,913,602,3.3981800079345703,166
hastar,309,993,674,9.011983871459961,166
astar,372,24848,740,201.8129825592041,167
castar,372,1106,734,4.181861877441406,167
hastar,372,1102,730,9.020805358886719,167
astar,405,2338,1608,16.454696655273438,168
castar,405,1184,779,4.477024078369141,168
hastar,405,1397,861,13.113021850585938,168
astar,1020,3590,2554,18.455982208251953,169
castar,1024,3027,2003,11.736154556274414,169
hastar,1022,3185,2160,29.883146286010742,169
astar,772,5811,4923,47.721147537231445,170
castar,776,2311,1532,9.187698364257812,170
hastar,774,2468,1682,24.8720645904541,170
astar,621,80235,1995,683.9208602905273,171
castar,621,1869,1245,7.524967193603516,171
hastar,621,1846,1221,15.918731689453125,171
astar,792,3220,2385,19.46401596069336,172
castar,796,2447,1621,11.092185974121094,172
hastar,794,2931,2040,32.283782958984375,172
astar,246,722,476,2.8569698333740234,173
castar,246,722,476,2.702951431274414,173
hastar,246,723,477,5.817890167236328,173
astar,1100,225242,4245,1990.7207489013672,174
castar,1104,3254,2150,12.86005973815918,174
hastar,1100,3361,2256,30.179262161254883,174
astar,280,7116,597,55.27186393737793,175
castar,280,824,544,3.070831298828125,175
hastar,280,922,634,8.018255233764648,175
astar,902,174895,1764,1506.9398880004883,176
castar,912,2767,1843,11.934041976928711,176
hastar,906,3782,2940,49.27206039428711,176
astar,629,94641,1239,793.7171459197998,177
castar,633,1862,1229,7.384061813354492,177
hastar,631,1999,1362,18.328189849853516,177
astar,70,294,205,1.7437934875488281,178
castar,72,239,160,1.1279582977294922,178
hastar,70,295,206,3.097057342529297,178
astar,495,10983,1073,85.6330394744873,179
castar,495,1458,963,5.420923233032227,179
hastar,495,1494,997,12.762069702148438,179
astar,688,2127,1434,9.686708450317383,180
castar,690,2031,1341,7.895946502685547,180
hastar,688,2097,1404,19.212007522583008,180
astar,397,29949,782,248.7637996673584,181
castar,397,1171,774,4.433155059814453,181
hastar,397,1171,774,9.98687744140625,181
astar,586,59249,1710,503.5231113433838,182
castar,588,1717,1129,6.72602653503418,182
hastar,586,1755,1167,15.663862228393555,182
astar,413,2224,1774,15.645027160644531,183
castar,417,1257,812,4.904985427856445,183
hastar,415,1574,1076,17.35401153564453,183
astar,753,136291,2732,1175.368070602417,184
castar,759,2222,1463,8.827924728393555,184
hastar,755,2676,1910,29.03604507446289,184
astar,1003,4093,3027,24.50704574584961,185
castar,1007,2999,1989,11.780261993408203,185
hastar,1005,3159,2142,29.327869415283203,185
astar,573,70678,1120,600.0049114227295,186
castar,579,1710,1131,6.821155548095703,186
hastar,575,1787,1208,16.37101173400879,186
astar,454,1343,889,5.406856536865234,187
castar,454,1343,889,4.979848861694336,187
hastar,454,1343,889,10.973930358886719,187
astar,1266,5747,4413,37.10508346557617,188
castar,1272,3758,2484,14.847993850708008,188
hastar,1270,4200,2819,41.79191589355469,188
astar,784,3641,2802,23.461103439331055,189
castar,790,2333,1543,8.99195671081543,189
hastar,786,2499,1706,23.21171760559082,189
astar,578,2146,1551,11.595010757446289,190
castar,582,1712,1129,6.582021713256836,190
hastar,578,2146,1550,22.58896827697754,190
astar,785,152959,1555,1312.9920959472656,191
castar,785,2336,1551,9.193897247314453,191
hastar,785,2336,1551,20.360946655273438,191
astar,1033,251470,2048,2226.96590423584,192
castar,1039,3080,2039,12.614727020263672,192
hastar,1035,3386,2334,33.83493423461914,192
astar,316,20799,618,173.04277420043945,193
castar,316,934,618,3.526926040649414,193
hastar,316,934,618,7.669925689697266,193
astar,749,135733,1474,1170.0716018676758,194
castar,753,2222,1468,8.75401496887207,194
hastar,749,2736,1966,29.825925827026367,194
astar,286,841,555,3.3888816833496094,195
castar,286,841,555,3.1681060791015625,195
hastar,286,841,555,6.668806076049805,195
astar,964,224163,1916,1957.4038982391357,196
castar,968,2864,1896,11.31439208984375,196
hastar,966,3938,3006,50.459861755371094,196
astar,290,17395,572,138.3800506591797,197
castar,292,861,567,3.3369064331054688,197
hastar,290,975,674,9.284019470214844,197
astar,639,2843,2168,18.143892288208008,198
castar,645,1910,1245,7.485866546630859,198
hastar,641,2466,1725,26.95775032043457,198
astar,718,86787,1408,720.6211090087891,199
castar,724,2131,1407,8.521080017089844,199
hastar,722,2256,1525,22.462129592895508,199
astar,393,31091,1065,251.95002555847168,200
castar,395,1168,773,4.39906120300293,200
hastar,393,1239,844,10.818004608154297,200
astar,1381,457930,11320,4200.899124145508,201
castar,1393,4255,2843,18.396854400634766,201
hastar,1389,4418,2980,44.23093795776367,201
astar,963,99429,3625,879.4207572937012,202
castar,977,2933,1912,12.440204620361328,202
hastar,975,3277,1996,31.70180320739746,202
astar,1046,3572,2483,17.86208152770996,203
castar,1052,3136,2049,12.377023696899414,203
hastar,1046,3063,2012,26.68309211730957,203
astar,1178,5730,4355,38.54107856750488,204
castar,1184,3478,2287,14.927864074707031,204
hastar,1180,3724,2521,37.191152572631836,204
astar,1186,338643,2388,3064.703941345215,205
castar,1196,3580,2361,14.93072509765625,205
hastar,1194,3865,2610,38.9559268951416,205
astar,838,2512,1667,11.374711990356445,206
castar,840,2474,1629,10.004043579101562,206
hastar,838,2512,1667,23.901939392089844,206
astar,248,8621,476,67.78788566589355,207
castar,252,795,539,3.3731460571289062,207
hastar,250,859,602,8.705854415893555,207
astar,1599,10348,8407,81.7101001739502,208
castar,1609,4775,3113,19.0279483795166,208
hastar,1607,5114,3367,49.95989799499512,208
astar,418,21601,808,174.14402961730957,209
castar,426,1391,944,6.437063217163086,209
hastar,422,1899,1544,28.90801429748535,209
astar,214,11341,403,87.9058837890625,210
castar,216,621,405,2.313852310180664,210
hastar,214,737,512,7.373809814453125,210
astar,256,16045,748,129.1499137878418,211
castar,258,797,535,3.3903121948242188,211
hastar,256,836,574,7.870912551879883,211
astar,988,6873,5650,54.42500114440918,212
castar,998,3052,1991,12.774944305419922,212
hastar,992,3342,2269,34.542083740234375,212
astar,1602,608214,14690,5643.598794937134,213
castar,1620,4846,3191,20.283937454223633,213
hastar,1616,6431,4665,93.86706352233887,213
astar,289,838,549,3.409147262573242,214
castar,289,838,549,3.1349658966064453,214
hastar,289,838,549,6.851911544799805,214
astar,570,4152,1323,29.970884323120117,215
castar,570,1781,1175,7.642984390258789,215
hastar,570,1926,1256,19.134044647216797,215
astar,777,2262,1485,9.338855743408203,216
castar,777,2262,1485,8.711099624633789,216
hastar,777,2273,1495,19.398927688598633,216
astar,774,3176,2326,19.05989646911621,217
castar,778,2290,1505,9.145259857177734,217
hastar,776,2713,1876,29.217004776000977,217
astar,471,1634,1138,8.584022521972656,218
castar,475,1420,930,5.677938461303711,218
hastar,471,1634,1138,16.71767234802246,218
astar,954,3942,2902,24.31488037109375,219
castar,958,2862,1892,11.739015579223633,219
hastar,958,2888,1891,27.315139770507812,219
astar,689,5138,4247,41.174888610839844,220
castar,695,2072,1363,8.34202766418457,220
