alg,path_len,visited_points,queue_rest_size,time_ms,N
astar,15,43,28,0.2200603485107422,415
castar,15,43,28,0.18477439880371094,415
hastar,5,34,29,0.28586387634277344,415
astar,13,53,23,0.3299713134765625,416
castar,13,39,24,0.18525123596191406,416
hastar,5,42,34,0.4360675811767578,416
astar,8,31,14,0.1819133758544922,417
castar,8,20,12,0.08392333984375,417
hastar,5,26,21,0.2288818359375,417
astar,23,59,36,0.3032684326171875,418
castar,23,59,36,0.26869773864746094,418
hastar,13,59,46,0.5247592926025391,418
astar,2,4,2,0.03409385681152344,419
castar,2,4,2,0.03600120544433594,419
hastar,2,10,8,0.08606910705566406,419
astar,10,27,17,0.13899803161621094,420
castar,10,27,17,0.1201629638671875,420
hastar,5,30,25,0.28586387634277344,420
astar,8,23,15,0.11897087097167969,421
castar,8,23,15,0.09679794311523438,421
hastar,4,29,24,0.24390220642089844,421
astar,13,52,23,0.31113624572753906,422
castar,13,37,24,0.15282630920410156,422
hastar,7,46,38,0.4220008850097656,422
astar,4,10,6,0.06604194641113281,423
castar,4,10,6,0.04696846008300781,423
hastar,4,22,18,0.24509429931640625,423
astar,12,33,21,0.18310546875,424
castar,12,33,21,0.13494491577148438,424
hastar,7,29,22,0.29921531677246094,424
astar,14,72,26,0.4799365997314453,425
castar,14,39,25,0.16999244689941406,425
hastar,8,41,33,0.4239082336425781,425
astar,8,29,13,0.1811981201171875,426
castar,8,21,13,0.09298324584960938,426
hastar,6,42,36,0.36525726318359375,426
astar,7,29,14,0.16689300537109375,427
castar,7,19,12,0.07987022399902344,427
hastar,4,23,19,0.17905235290527344,427
astar,15,40,25,0.18405914306640625,428
castar,15,40,25,0.1690387725830078,428
hastar,5,34,29,0.2689361572265625,428
astar,16,39,23,0.1819133758544922,429
castar,16,39,23,0.16117095947265625,429
hastar,5,30,25,0.34809112548828125,429
astar,7,19,12,0.11682510375976562,430
castar,7,19,12,0.080108642578125,430
hastar,3,16,13,0.14281272888183594,430
astar,18,101,26,0.7481575012207031,431
castar,18,47,29,0.2448558807373047,431
hastar,12,55,43,0.5061626434326172,431
astar,17,66,27,0.38504600524902344,432
castar,17,42,25,0.20503997802734375,432
hastar,8,51,42,0.5147457122802734,432
astar,8,20,12,0.11110305786132812,433
castar,8,20,12,0.09202957153320312,433
hastar,4,28,23,0.2532005310058594,433
astar,18,47,29,0.23317337036132812,434
castar,18,47,29,0.19812583923339844,434
hastar,7,43,36,0.3540515899658203,434
astar,9,37,13,0.2751350402832031,435
castar,9,21,12,0.10085105895996094,435
hastar,6,36,26,0.4611015319824219,435
astar,7,20,10,0.11920928955078125,436
castar,7,17,10,0.080108642578125,436
hastar,5,28,22,0.2429485321044922,436
astar,14,65,26,0.41294097900390625,437
castar,14,38,24,0.164031982421875,437
hastar,7,41,34,0.37026405334472656,437
astar,6,17,11,0.08296966552734375,438
castar,6,17,11,0.06914138793945312,438
hastar,4,23,19,0.20122528076171875,438
astar,8,29,15,0.20885467529296875,439
castar,8,23,15,0.09393692016601562,439
hastar,4,26,22,0.20623207092285156,439
astar,12,58,22,0.438690185546875,440
castar,12,33,21,0.14019012451171875,440
hastar,5,31,26,0.2372264862060547,440
astar,10,27,17,0.1342296600341797,441
castar,10,27,17,0.11587142944335938,441
hastar,6,31,25,0.3108978271484375,441
astar,11,29,18,0.1380443572998047,442
castar,11,29,18,0.12493133544921875,442
hastar,10,31,21,0.3159046173095703,442
astar,9,26,17,0.1270771026611328,443
castar,9,26,17,0.1468658447265625,443
hastar,4,30,25,0.25916099548339844,443
astar,2,5,3,0.0362396240234375,444
castar,2,5,3,0.024080276489257812,444
hastar,2,9,7,0.08487701416015625,444
astar,12,35,23,0.17380714416503906,445
castar,12,35,23,0.14781951904296875,445
hastar,5,35,29,0.34308433532714844,445
astar,11,30,19,0.164031982421875,446
castar,11,30,19,0.1270771026611328,446
hastar,7,38,30,0.3650188446044922,446
astar,18,49,31,0.22101402282714844,447
castar,18,49,31,0.19621849060058594,447
hastar,8,40,32,0.347137451171875,447
astar,12,53,15,0.40602684020996094,448
castar,12,31,19,0.13375282287597656,448
hastar,7,26,19,0.24390220642089844,448
astar,12,33,11,0.2040863037109375,449
castar,12,31,19,0.12803077697753906,449
hastar,6,25,19,0.2391338348388672,449
astar,15,43,28,0.21028518676757812,450
castar,15,43,28,0.18095970153808594,450
hastar,5,47,40,0.43320655822753906,450
astar,9,27,8,0.19502639770507812,451
castar,9,16,7,0.08106231689453125,451
hastar,4,29,22,0.32067298889160156,451
astar,7,17,10,0.08702278137207031,452
castar,7,17,10,0.07414817810058594,452
hastar,6,35,28,0.3650188446044922,452
astar,10,22,10,0.15997886657714844,453
castar,10,22,10,0.13184547424316406,453
hastar,6,26,20,0.247955322265625,453
astar,12,51,20,0.32591819763183594,454
castar,12,34,22,0.14472007751464844,454
hastar,6,37,31,0.324249267578125,454
astar,17,42,25,0.21982192993164062,455
castar,17,42,25,0.18477439880371094,455
hastar,11,47,36,0.4870891571044922,455
astar,13,72,25,0.45013427734375,456
castar,13,36,23,0.1418590545654297,456
hastar,6,33,27,0.28204917907714844,456
astar,16,43,25,0.2200603485107422,457
castar,16,43,25,0.23484230041503906,457
hastar,8,44,36,0.3972053527832031,457
astar,12,39,18,0.2677440643310547,458
castar,12,30,18,0.14019012451171875,458
hastar,6,32,26,0.29730796813964844,458
astar,10,32,10,0.20313262939453125,459
castar,10,18,8,0.09226799011230469,459
hastar,6,25,19,0.25200843811035156,459
astar,12,65,24,0.4432201385498047,460
castar,12,33,21,0.13685226440429688,460
hastar,6,34,28,0.3120899200439453,460
astar,18,52,34,0.23818016052246094,461
castar,18,52,34,0.2181529998779297,461
hastar,8,43,35,0.36597251892089844,461
astar,15,60,14,0.45990943908691406,462
castar,15,42,26,0.179290771484375,462
hastar,10,49,38,0.48089027404785156,462
astar,17,82,27,0.5619525909423828,463
castar,17,45,28,0.19598007202148438,463
hastar,8,68,60,0.7040500640869141,463
astar,9,18,9,0.12493133544921875,464
castar,9,18,9,0.08916854858398438,464
hastar,6,25,19,0.244140625,464
astar,13,37,24,0.164031982421875,465
castar,13,37,24,0.14781951904296875,465
hastar,5,29,24,0.23293495178222656,465
astar,12,58,22,0.3848075866699219,466
castar,12,33,21,0.14472007751464844,466
hastar,7,38,31,0.3180503845214844,466
astar,9,26,17,0.13899803161621094,467
castar,9,26,17,0.10585784912109375,467
hastar,5,29,24,0.2586841583251953,467
astar,8,18,10,0.10204315185546875,468
castar,8,18,10,0.08392333984375,468
hastar,4,21,17,0.18215179443359375,468
astar,19,47,14,0.30803680419921875,469
castar,19,37,17,0.18906593322753906,469
hastar,11,60,44,0.6859302520751953,469
astar,12,34,22,0.1468658447265625,470
castar,12,34,22,0.13399124145507812,470
hastar,5,34,29,0.2682209014892578,470
astar,8,29,15,0.17189979553222656,471
castar,8,21,13,0.09298324584960938,471
hastar,4,33,26,0.3228187561035156,471
astar,11,48,21,0.28204917907714844,472
castar,11,30,19,0.12373924255371094,472
hastar,5,32,26,0.30493736267089844,472
astar,10,42,19,0.23889541625976562,473
castar,10,26,16,0.10704994201660156,473
hastar,5,22,17,0.21028518676757812,473
astar,7,22,13,0.14901161193847656,474
castar,7,22,13,0.11110305786132812,474
hastar,4,24,20,0.20813941955566406,474
astar,10,28,18,0.1690387725830078,475
castar,10,28,18,0.1201629638671875,475
hastar,5,34,28,0.30612945556640625,475
astar,23,158,41,1.1317729949951172,476
castar,23,61,38,0.2620220184326172,476
hastar,11,51,40,0.4782676696777344,476
astar,13,32,19,0.16617774963378906,477
castar,13,32,19,0.1418590545654297,477
hastar,7,39,32,0.3039836883544922,477
astar,3,8,5,0.05125999450683594,478
castar,3,8,5,0.036716461181640625,478
hastar,2,11,9,0.08606910705566406,478
astar,20,130,35,0.8687973022460938,479
castar,20,53,33,0.21791458129882812,479
hastar,8,51,43,0.42438507080078125,479
astar,4,9,5,0.053882598876953125,480
castar,4,9,5,0.04220008850097656,480
hastar,3,19,15,0.1678466796875,480
astar,9,16,7,0.12302398681640625,481
castar,9,16,7,0.08106231689453125,481
hastar,7,23,16,0.3039836883544922,481
astar,6,18,8,0.11873245239257812,482
castar,6,12,6,0.1251697540283203,482
hastar,4,18,14,0.18095970153808594,482
astar,24,196,47,1.416921615600586,483
castar,24,68,44,0.2739429473876953,483
hastar,8,55,47,0.4410743713378906,483
astar,18,44,26,0.2429485321044922,484
castar,18,44,26,0.1900196075439453,484
hastar,9,44,34,0.4210472106933594,484
astar,7,18,11,0.11587142944335938,485
castar,7,18,11,0.08225440979003906,485
hastar,4,16,12,0.1621246337890625,485
astar,11,32,21,0.14162063598632812,486
castar,11,32,21,0.12612342834472656,486
hastar,4,27,23,0.20313262939453125,486
astar,11,31,20,0.13399124145507812,487
castar,11,31,20,0.12183189392089844,487
hastar,4,46,38,0.3941059112548828,487
astar,7,25,13,0.16307830810546875,488
castar,7,18,11,0.0820159912109375,488
hastar,4,24,20,0.19097328186035156,488
astar,13,36,23,0.16117095947265625,489
castar,13,36,23,0.14209747314453125,489
hastar,7,44,37,0.3781318664550781,489
astar,12,34,22,0.14328956604003906,490
castar,12,34,22,0.13399124145507812,490
hastar,6,36,29,0.3230571746826172,490
astar,13,36,23,0.20194053649902344,491
castar,13,36,23,0.1571178436279297,491
hastar,6,39,33,0.36978721618652344,491
astar,13,70,26,0.4220008850097656,492
castar,13,37,24,0.14400482177734375,492
hastar,4,25,21,0.2529621124267578,492
astar,20,62,40,0.28896331787109375,493
castar,20,62,40,0.2789497375488281,493
hastar,8,49,41,0.3991127014160156,493
astar,7,20,11,0.11992454528808594,494
castar,7,20,11,0.10609626770019531,494
hastar,4,39,29,0.5199909210205078,494
astar,13,31,18,0.1590251922607422,495
castar,13,31,18,0.141143798828125,495
hastar,7,36,29,0.3199577331542969,495
astar,11,31,20,0.1862049102783203,496
castar,11,31,20,0.13494491577148438,496
hastar,4,20,16,0.2522468566894531,496
astar,12,25,13,0.18262863159179688,497
castar,12,25,13,0.12230873107910156,497
hastar,8,29,21,0.3330707550048828,497
astar,8,22,14,0.10800361633300781,498
castar,8,22,14,0.09322166442871094,498
hastar,5,28,21,0.30517578125,498
astar,6,17,11,0.09512901306152344,499
castar,6,17,11,0.0743865966796875,499
hastar,3,17,14,0.14901161193847656,499
astar,23,54,31,0.2989768981933594,500
castar,23,54,31,0.23508071899414062,500
hastar,7,47,40,0.42700767517089844,500
astar,4,10,6,0.06103515625,501
castar,4,10,6,0.0457763671875,501
hastar,3,13,10,0.1239776611328125,501
astar,15,72,18,0.5040168762207031,502
castar,15,33,18,0.15211105346679688,502
hastar,8,32,24,0.3287792205810547,502
astar,8,22,14,0.11014938354492188,503
castar,8,22,14,0.09107589721679688,503
hastar,4,23,18,0.2300739288330078,503
astar,10,28,18,0.12969970703125,504
castar,10,28,18,0.15115737915039062,504
hastar,6,31,25,0.24890899658203125,504
astar,9,36,15,0.2110004425048828,505
castar,9,23,14,0.10395050048828125,505
hastar,6,45,36,0.47087669372558594,505
astar,22,62,40,0.3058910369873047,506
castar,22,62,40,0.2613067626953125,506
hastar,10,52,42,0.5660057067871094,506
astar,14,75,24,0.4820823669433594,507
castar,14,36,22,0.21505355834960938,507
hastar,10,37,27,0.37980079650878906,507
astar,9,33,9,0.21195411682128906,508
castar,9,24,15,0.09679794311523438,508
hastar,6,29,22,0.3287792205810547,508
astar,3,8,4,0.057220458984375,509
castar,3,7,4,0.03361701965332031,509
hastar,3,20,16,0.17499923706054688,509
astar,12,33,21,0.15306472778320312,510
castar,12,33,21,0.13899803161621094,510
hastar,6,33,27,0.30732154846191406,510
astar,8,21,13,0.1518726348876953,511
castar,8,21,13,0.09298324584960938,511
hastar,5,24,19,0.21600723266601562,511
astar,2,5,3,0.03409385681152344,512
castar,2,5,3,0.026941299438476562,512
hastar,2,9,7,0.07605552673339844,512
astar,6,15,9,0.07796287536621094,513
castar,6,15,9,0.06604194641113281,513
hastar,4,30,25,0.26488304138183594,513
astar,15,38,14,0.27108192443847656,514
castar,15,33,18,0.15616416931152344,514
hastar,10,40,26,0.5409717559814453,514
astar,10,33,16,0.19288063049316406,515
castar,10,26,16,0.11420249938964844,515
hastar,5,33,24,0.4029273986816406,515
astar,8,33,15,0.19502639770507812,516
castar,8,21,13,0.09322166442871094,516
hastar,4,24,20,0.20599365234375,516
astar,19,113,23,0.8299350738525391,517
castar,19,58,37,0.2999305725097656,517
hastar,9,40,31,0.41604042053222656,517
astar,11,30,19,0.14019012451171875,518
castar,11,30,19,0.12803077697753906,518
hastar,6,30,24,0.2720355987548828,518
astar,14,40,26,0.18596649169921875,519
castar,14,40,26,0.16427040100097656,519
hastar,6,37,31,0.3228187561035156,519
astar,8,22,14,0.10800361633300781,520
castar,8,22,14,0.09012222290039062,520
hastar,5,23,18,0.19598007202148438,520
astar,16,31,15,0.1850128173828125,521
castar,16,31,15,0.15282630920410156,521
hastar,7,37,29,0.35309791564941406,521
astar,3,6,3,0.1239776611328125,522
castar,3,6,3,0.03314018249511719,522
hastar,2,9,7,0.07605552673339844,522
astar,18,105,30,0.6837844848632812,523
castar,18,49,31,0.1990795135498047,523
hastar,8,44,36,0.3960132598876953,523
astar,6,16,10,0.08916854858398438,524
castar,6,16,10,0.09393692016601562,524
hastar,4,22,18,0.21195411682128906,524
astar,5,12,7,0.06580352783203125,525
castar,5,12,7,0.051975250244140625,525
hastar,4,18,14,0.1609325408935547,525
astar,9,30,15,0.1838207244873047,526
castar,9,25,15,0.12111663818359375,526
hastar,5,29,24,0.26798248291015625,526
astar,11,31,20,0.14495849609375,527
castar,11,31,20,0.13017654418945312,527
hastar,6,28,22,0.2880096435546875,527
astar,6,16,9,0.09012222290039062,528
castar,6,15,9,0.06699562072753906,528
hastar,5,40,34,0.3452301025390625,528
astar,14,38,24,0.17595291137695312,529
castar,14,38,24,0.15211105346679688,529
hastar,7,35,28,0.2727508544921875,529
astar,4,11,7,0.06103515625,530
castar,4,11,7,0.047206878662109375,530
hastar,4,24,20,0.1952648162841797,530
astar,4,11,7,0.06914138793945312,531
castar,4,11,7,0.049114227294921875,531
hastar,3,24,20,0.27298927307128906,531
astar,11,45,22,0.2841949462890625,532
castar,11,30,19,0.16117095947265625,532
hastar,5,34,28,0.30422210693359375,532
astar,15,55,28,0.32901763916015625,533
castar,15,55,38,0.31375885009765625,533
hastar,9,51,42,0.4830360412597656,533
astar,11,35,19,0.23603439331054688,534
castar,11,35,19,0.18405914306640625,534
hastar,4,24,19,0.2162456512451172,534
astar,22,59,37,0.2613067626953125,535
castar,22,59,37,0.23603439331054688,535
hastar,8,47,39,0.3781318664550781,535
astar,17,47,30,0.1971721649169922,536
castar,17,47,30,0.19216537475585938,536
hastar,8,42,34,0.370025634765625,536
astar,19,52,33,0.22077560424804688,537
castar,19,52,33,0.2181529998779297,537
hastar,11,50,39,0.49614906311035156,537
astar,11,30,19,0.1709461212158203,538
castar,11,30,19,0.20503997802734375,538
hastar,6,35,29,0.3509521484375,538
astar,10,25,15,0.1552104949951172,539
castar,10,25,15,0.125885009765625,539
hastar,7,32,25,0.3228187561035156,539
astar,6,18,9,0.1068115234375,540
castar,6,13,7,0.07176399230957031,540
hastar,4,30,23,0.33974647521972656,540
astar,8,15,7,0.1380443572998047,541
castar,8,15,7,0.080108642578125,541
hastar,6,18,11,0.30803680419921875,541
astar,25,169,29,1.2538433074951172,542
castar,25,55,30,0.2567768096923828,542
hastar,17,52,35,0.5018711090087891,542
astar,7,19,10,0.10895729064941406,543
castar,7,19,10,0.09489059448242188,543
hastar,3,14,11,0.11706352233886719,543
astar,6,16,10,0.07915496826171875,544
castar,6,16,10,0.08988380432128906,544
hastar,3,16,13,0.13017654418945312,544
astar,6,16,10,0.09393692016601562,545
castar,6,16,10,0.06818771362304688,545
hastar,3,17,14,0.13899803161621094,545
astar,4,12,6,0.08225440979003906,546
castar,4,11,7,0.04982948303222656,546
hastar,3,21,15,0.25916099548339844,546
astar,9,26,17,0.12803077697753906,547
castar,9,26,17,0.10991096496582031,547
hastar,5,31,26,0.3199577331542969,547
astar,7,18,11,0.09775161743164062,548
castar,7,18,11,0.08082389831542969,548
hastar,3,18,15,0.16117095947265625,548
astar,6,16,10,0.1049041748046875,549
castar,6,16,10,0.07104873657226562,549
hastar,4,16,12,0.13065338134765625,549
astar,14,35,21,0.1780986785888672,550
castar,14,35,21,0.18906593322753906,550
hastar,7,35,28,0.29397010803222656,550
astar,9,42,18,0.2608299255371094,551
castar,9,25,16,0.10704994201660156,551
hastar,5,40,34,0.331878662109375,551
astar,14,39,25,0.17309188842773438,552
castar,14,39,25,0.15425682067871094,552
hastar,8,40,32,0.3352165222167969,552
astar,11,25,13,0.15497207641601562,553
castar,11,25,13,0.12969970703125,553
hastar,7,36,29,0.32591819763183594,553
astar,10,28,18,0.13589859008789062,554
castar,10,28,18,0.15735626220703125,554
hastar,6,28,22,0.23889541625976562,554
astar,17,46,29,0.2009868621826172,555
castar,17,46,29,0.1881122589111328,555
hastar,11,51,40,0.46896934509277344,555
astar,12,34,20,0.15735626220703125,556
castar,12,32,20,0.13899803161621094,556
hastar,8,39,31,0.36072731018066406,556
astar,6,15,9,0.09131431579589844,557
castar,6,15,9,0.06794929504394531,557
hastar,3,17,14,0.13899803161621094,557
astar,18,117,32,0.8440017700195312,558
castar,18,56,36,0.31495094299316406,558
hastar,9,45,36,0.4322528839111328,558
astar,13,63,23,0.3840923309326172,559
castar,13,38,23,0.17595291137695312,559
hastar,4,26,22,0.2090930938720703,559
astar,6,21,11,0.12683868408203125,560
castar,6,15,9,0.07295608520507812,560
hastar,4,20,16,0.18024444580078125,560
astar,16,89,29,0.621795654296875,561
castar,16,41,24,0.18715858459472656,561
hastar,7,53,42,0.553131103515625,561
astar,10,42,18,0.25391578674316406,562
castar,10,28,18,0.11968612670898438,562
hastar,5,42,29,0.4227161407470703,562
astar,10,28,18,0.13899803161621094,563
castar,10,28,18,0.11992454528808594,563
hastar,5,32,27,0.3161430358886719,563
astar,12,47,13,0.3178119659423828,564
castar,12,25,13,0.1201629638671875,564
hastar,8,36,27,0.38313865661621094,564
astar,21,47,26,0.2682209014892578,565
castar,21,47,26,0.21195411682128906,565
hastar,8,37,29,0.335693359375,565
astar,15,42,27,0.19693374633789062,566
castar,15,42,27,0.17905235290527344,566
hastar,8,46,37,0.537872314453125,566
astar,15,41,26,0.18715858459472656,567
castar,15,41,26,0.20694732666015625,567
hastar,6,37,31,0.31685829162597656,567
astar,9,27,12,0.1590251922607422,568
castar,9,20,11,0.09012222290039062,568
hastar,4,20,15,0.1881122589111328,568
astar,20,55,33,0.29015541076660156,569
castar,20,55,33,0.2429485321044922,569
hastar,8,47,39,0.457763671875,569
astar,14,71,24,0.48470497131347656,570
castar,14,34,20,0.1571178436279297,570
hastar,9,43,34,0.42700767517089844,570
astar,14,56,23,0.33593177795410156,571
castar,14,34,20,0.14519691467285156,571
hastar,6,36,30,0.2779960632324219,571
astar,22,153,37,1.0960102081298828,572
castar,22,61,39,0.25081634521484375,572
hastar,11,54,42,0.5397796630859375,572
astar,15,42,27,0.2281665802001953,573
castar,15,42,27,0.21505355834960938,573
hastar,10,66,53,0.7269382476806641,573
astar,18,47,29,0.27680397033691406,574
castar,18,47,29,0.20503997802734375,574
hastar,7,38,31,0.3211498260498047,574
astar,14,40,26,0.20122528076171875,575
castar,14,40,26,0.1850128173828125,575
hastar,6,29,23,0.263214111328125,575
astar,7,17,10,0.09202957153320312,576
castar,7,17,10,0.07700920104980469,576
hastar,6,27,21,0.24390220642089844,576
astar,20,106,33,0.7350444793701172,577
castar,20,50,30,0.2090930938720703,577
hastar,9,48,39,0.42891502380371094,577
astar,7,25,13,0.1468658447265625,578
castar,7,19,12,0.08225440979003906,578
hastar,5,28,23,0.2579689025878906,578
astar,15,41,26,0.20503997802734375,579
castar,15,41,26,0.1742839813232422,579
hastar,7,48,40,0.4012584686279297,579
astar,11,32,21,0.17976760864257812,580
castar,11,32,21,0.1270771026611328,580
hastar,6,33,27,0.27298927307128906,580
astar,15,40,25,0.17499923706054688,581
castar,15,40,25,0.164031982421875,581
hastar,6,33,27,0.2841949462890625,581
astar,6,16,7,0.12493133544921875,582
castar,6,12,6,0.05888938903808594,582
hastar,4,29,22,0.31685829162597656,582
astar,26,68,42,0.33211708068847656,583
castar,26,68,42,0.29015541076660156,583
hastar,10,51,41,0.45013427734375,583
astar,8,31,15,0.1709461212158203,584
castar,8,22,14,0.08821487426757812,584
hastar,6,37,30,0.32901763916015625,584
astar,19,118,32,0.84686279296875,585
castar,19,52,33,0.2219676971435547,585
hastar,8,49,41,0.48089027404785156,585
astar,24,63,39,0.2892017364501953,586
castar,24,63,39,0.2598762512207031,586
hastar,12,58,46,0.5540847778320312,586
astar,8,17,9,0.10395050048828125,587
castar,8,17,9,0.08392333984375,587
hastar,4,24,19,0.24509429931640625,587
astar,12,35,12,0.2338886260986328,588
castar,12,31,19,0.1342296600341797,588
hastar,7,27,20,0.2741813659667969,588
astar,13,63,18,0.45800209045410156,589
castar,13,34,21,0.14495849609375,589
hastar,6,33,26,0.308990478515625,589
astar,5,13,8,0.06890296936035156,590
castar,5,13,8,0.056743621826171875,590
hastar,4,19,15,0.14901161193847656,590
astar,8,31,15,0.2238750457763672,591
castar,8,21,13,0.09703636169433594,591
hastar,6,29,22,0.29778480529785156,591
astar,2,5,3,0.03790855407714844,592
castar,2,5,3,0.029087066650390625,592
hastar,2,6,4,0.05817413330078125,592
astar,9,23,14,0.12803077697753906,593
castar,9,23,14,0.11515617370605469,593
hastar,8,27,19,0.2617835998535156,593
astar,20,57,37,0.2582073211669922,594
castar,20,57,37,0.2238750457763672,594
hastar,10,53,43,0.5347728729248047,594
astar,11,20,9,0.12183189392089844,595
castar,11,20,9,0.1010894775390625,595
hastar,6,27,20,0.3063678741455078,595
astar,18,70,28,0.4608631134033203,596
castar,18,45,27,0.19884109497070312,596
hastar,11,53,37,0.6549358367919922,596
astar,6,23,11,0.13589859008789062,597
castar,6,15,9,0.06818771362304688,597
hastar,4,23,19,0.186920166015625,597
astar,12,35,23,0.15282630920410156,598
castar,12,35,23,0.13494491577148438,598
hastar,5,35,30,0.2651214599609375,598
astar,6,17,11,0.09489059448242188,599
castar,6,17,11,0.07915496826171875,599
hastar,3,22,19,0.17690658569335938,599
astar,22,57,35,0.2779960632324219,600
castar,22,57,35,0.2582073211669922,600
hastar,8,46,38,0.39386749267578125,600
astar,9,30,15,0.15997886657714844,601
castar,9,23,14,0.09608268737792969,601
hastar,7,36,28,0.3490447998046875,601
astar,16,42,26,0.19669532775878906,602
castar,16,42,26,0.19097328186035156,602
hastar,10,46,36,0.4286766052246094,602
astar,8,27,14,0.14901161193847656,603
castar,8,21,13,0.09298324584960938,603
hastar,4,36,28,0.41794776916503906,603
astar,8,30,16,0.17499923706054688,604
castar,8,23,15,0.09799003601074219,604
hastar,4,29,22,0.2911090850830078,604
astar,19,125,33,0.8859634399414062,605
castar,19,53,34,0.2200603485107422,605
hastar,8,45,37,0.41484832763671875,605
astar,4,8,4,0.05698204040527344,606
castar,4,8,4,0.03886222839355469,606
hastar,3,13,10,0.11706352233886719,606
astar,16,82,33,0.4982948303222656,607
castar,16,56,34,0.2949237823486328,607
hastar,7,44,36,0.3528594970703125,607
astar,10,25,15,0.14019012451171875,608
castar,10,25,15,0.1270771026611328,608
hastar,7,33,26,0.3228187561035156,608
astar,11,23,12,0.1289844512939453,609
castar,11,23,12,0.11491775512695312,609
hastar,9,44,35,0.5009174346923828,609
astar,20,50,30,0.2598762512207031,610
castar,20,50,30,0.22912025451660156,610
hastar,11,49,38,0.44417381286621094,610
astar,10,26,16,0.1327991485595703,611
castar,10,26,16,0.11610984802246094,611
hastar,7,30,23,0.2491474151611328,611
astar,6,14,8,0.07796287536621094,612
castar,6,14,8,0.07605552673339844,612
hastar,4,16,12,0.15091896057128906,612
astar,7,24,12,0.13780593872070312,613
castar,7,19,12,0.07796287536621094,613
hastar,5,21,16,0.1800060272216797,613
astar,20,57,35,0.3190040588378906,614
castar,20,57,35,0.28586387634277344,614
hastar,10,61,48,0.61798095703125,614
astar,20,127,37,0.8311271667480469,615
castar,20,54,34,0.21910667419433594,615
hastar,12,63,51,0.5869865417480469,615
astar,20,117,22,0.9171962738037109,616
castar,20,64,37,0.38886070251464844,616
hastar,14,110,89,1.3539791107177734,616
astar,17,43,26,0.2048015594482422,617
castar,17,43,26,0.1919269561767578,617
hastar,9,40,31,0.4448890686035156,617
astar,4,14,8,0.07200241088867188,618
castar,4,10,6,0.04410743713378906,618
hastar,4,17,12,0.17714500427246094,618
astar,1,1,0,0.018358230590820312,619
castar,1,1,0,0.008821487426757812,619
hastar,1,1,0,0.009059906005859375,619
astar,14,39,25,0.19502639770507812,620
castar,14,39,25,0.18906593322753906,620
hastar,6,35,29,0.3209114074707031,620
astar,4,11,6,0.07224082946777344,621
castar,4,9,5,0.06890296936035156,621
hastar,4,22,18,0.2009868621826172,621
astar,7,19,12,0.09083747863769531,622
castar,7,19,12,0.07987022399902344,622
hastar,5,22,17,0.20194053649902344,622
astar,17,66,29,0.45108795166015625,623
castar,17,43,26,0.21338462829589844,623
hastar,10,69,57,0.6549358367919922,623
astar,8,28,13,0.20885467529296875,624
castar,8,17,9,0.08702278137207031,624
hastar,7,27,20,0.28896331787109375,624
astar,5,13,8,0.08106231689453125,625
castar,5,13,8,0.05888938903808594,625
hastar,4,18,14,0.15497207641601562,625
astar,15,75,26,0.4820823669433594,626
castar,15,42,27,0.19216537475585938,626
hastar,8,44,36,0.4017353057861328,626
astar,12,47,13,0.3039836883544922,627
castar,12,25,13,0.11610984802246094,627
hastar,7,32,25,0.3020763397216797,627
astar,11,28,17,0.14328956604003906,628
castar,11,28,17,0.11897087097167969,628
hastar,7,33,26,0.33783912658691406,628
astar,10,32,16,0.16808509826660156,629
castar,10,26,16,0.10824203491210938,629
hastar,8,38,30,0.3077983856201172,629
astar,12,33,21,0.14400482177734375,630
castar,12,33,21,0.16689300537109375,630
hastar,6,32,26,0.2911090850830078,630
astar,8,15,7,0.1049041748046875,631
castar,8,15,7,0.07987022399902344,631
hastar,7,21,12,0.23412704467773438,631
astar,8,20,11,0.11587142944335938,632
castar,8,19,11,0.08916854858398438,632
hastar,4,18,14,0.18596649169921875,632
astar,13,37,20,0.1957416534423828,633
castar,13,32,19,0.1399517059326172,633
hastar,8,44,35,0.44918060302734375,633
astar,14,62,25,0.3800392150878906,634
castar,14,38,24,0.15401840209960938,634
hastar,6,30,24,0.270843505859375,634
astar,9,39,15,0.2589225769042969,635
castar,9,22,13,0.10180473327636719,635
hastar,6,63,49,0.6821155548095703,635
astar,16,38,22,0.21600723266601562,636
castar,16,38,22,0.1850128173828125,636
hastar,6,37,31,0.30517578125,636
astar,19,60,36,0.30803680419921875,637
castar,19,60,36,0.29015541076660156,637
hastar,8,45,37,0.37288665771484375,637
astar,4,11,7,0.06031990051269531,638
castar,4,11,7,0.047206878662109375,638
hastar,3,21,17,0.1780986785888672,638
astar,19,118,29,0.7870197296142578,639
castar,19,50,29,0.23317337036132812,639
hastar,12,53,41,0.5228519439697266,639
astar,7,23,8,0.1671314239501953,640
castar,7,14,7,0.07081031799316406,640
hastar,5,31,18,0.49805641174316406,640
astar,13,42,20,0.25916099548339844,641
castar,13,34,19,0.1647472381591797,641
hastar,6,33,26,0.32830238342285156,641
astar,10,28,14,0.15997886657714844,642
castar,10,25,15,0.164031982421875,642
hastar,8,32,24,0.3898143768310547,642
astar,26,165,20,1.2001991271972656,643
castar,26,57,31,0.24771690368652344,643
hastar,12,45,32,0.4429817199707031,643
astar,7,29,13,0.164031982421875,644
castar,7,18,11,0.07486343383789062,644
hastar,5,44,31,0.5259513854980469,644
