N,depth,density,distance
266,5,0.02,19
267,5,0.02,13
268,5,0.02,1
269,5,0.02,7
270,5,0.02,17
271,5,0.02,15
272,5,0.02,14
273,5,0.02,12
274,5,0.02,14
275,5,0.02,9
276,5,0.02,11
277,5,0.02,13
278,5,0.02,17
279,5,0.02,8
280,5,0.02,15
281,5,0.02,11
282,5,0.02,2
283,5,0.02,5
284,5,0.02,15
285,5,0.02,22
286,5,0.02,6
287,5,0.02,18
288,5,0.02,1
289,5,0.02,5
290,5,0.02,17
291,5,0.02,11
292,5,0.02,6
293,5,0.02,7
294,5,0.02,2
295,5,0.02,14
296,5,0.02,13
297,5,0.02,5
298,5,0.02,12
299,5,0.02,10
300,5,0.02,11
301,5,0.03,10
302,5,0.03,3
303,5,0.03,3
304,5,0.03,12
305,5,0.03,11
306,5,0.03,17
307,5,0.03,3
308,5,0.03,10
309,5,0.03,5
310,5,0.03,9
311,5,0.03,19
312,5,0.03,14
313,5,0.03,10
314,5,0.03,7
315,5,0.03,9
316,5,0.03,13
317,5,0.03,4
318,5,0.03,8
319,5,0.03,14
320,5,0.03,24
321,5,0.03,3
322,5,0.03,12
323,5,0.03,5
324,5,0.03,12
325,5,0.03,1
326,5,0.03,21
327,5,0.03,2
328,5,0.03,7
329,5,0.03,9
330,5,0.03,5
331,5,0.03,9
332,5,0.03,7
333,5,0.03,8
334,5,0.03,10
335,5,0.03,11
336,5,0.03,15
337,5,0.03,10
338,5,0.03,7
339,5,0.03,3
340,5,0.03,3
341,5,0.03,5
342,5,0.03,13
343,5,0.03,12
344,5,0.03,14
345,5,0.03,13
346,5,0.03,7
347,5,0.03,15
348,5,0.03,13
349,5,0.03,7
350,5,0.03,10
351,5,0.03,7
352,5,0.03,16
353,5,0.03,14
354,5,0.03,3
355,5,0.03,14
356,5,0.03,11
357,5,0.03,7
358,5,0.03,4
359,5,0.03,7
360,5,0.03,10
361,5,0.03,8
362,5,0.03,8
363,5,0.03,16
364,5,0.03,8
365,5,0.03,6
366,5,0.03,5
367,5,0.03,6
368,5,0.03,5
369,5,0.03,9
370,5,0.03,9
371,5,0.03,10
372,5,0.03,9
373,5,0.03,2
374,5,0.03,4
375,5,0.03,6
376,5,0.03,5
377,5,0.03,1
378,5,0.03,16
379,5,0.03,9
380,5,0.03,16
381,5,0.03,6
382,5,0.03,9
383,5,0.03,15
384,5,0.03,9
385,5,0.03,14
386,5,0.03,9
387,5,0.03,9
388,5,0.03,22
389,5,0.03,13
390,5,0.03,6
391,5,0.03,9
392,5,0.03,15
393,5,0.03,2
394,5,0.03,14
395,5,0.03,7
396,5,0.03,13
397,5,0.03,3
398,5,0.03,10
399,5,0.03,3
400,5,0.03,14
401,5,0.04,9
402,5,0.04,17
403,5,0.04,7
404,5,0.04,10
405,5,0.04,9
406,5,0.04,18
407,5,0.04,10
408,5,0.04,8
409,5,0.04,9
410,5,0.04,13
411,5,0.04,8
412,5,0.04,14
413,5,0.04,7
414,5,0.04,20
415,5,0.04,14
416,5,0.04,12
417,5,0.04,7
418,5,0.04,22
419,5,0.04,1
420,5,0.04,9
421,5,0.04,7
422,5,0.04,12
423,5,0.04,3
424,5,0.04,11
425,5,0.04,13
426,5,0.04,7
427,5,0.04,6
428,5,0.04,14
429,5,0.04,15
430,5,0.04,6
431,5,0.04,17
432,5,0.04,16
433,5,0.04,7
434,5,0.04,17
435,5,0.04,8
436,5,0.04,6
437,5,0.04,13
438,5,0.04,5
439,5,0.04,7
440,5,0.04,11
441,5,0.04,9
442,5,0.04,10
443,5,0.04,8
444,5,0.04,1
445,5,0.04,11
446,5,0.04,10
447,5,0.04,17
448,5,0.04,11
449,5,0.04,11
450,5,0.04,14
451,5,0.04,8
452,5,0.04,6
453,5,0.04,9
454,5,0.04,11
455,5,0.04,16
456,5,0.04,12
457,5,0.04,15
458,5,0.04,11
459,5,0.04,9
460,5,0.04,11
461,5,0.04,17
462,5,0.04,14
463,5,0.04,16
464,5,0.04,8
465,5,0.04,12
466,5,0.04,11
467,5,0.04,8
468,5,0.04,7
469,5,0.04,16
470,5,0.04,11
471,5,0.04,7
472,5,0.04,10
473,5,0.04,9
474,5,0.04,6
475,5,0.04,9
476,5,0.04,22
477,5,0.04,12
478,5,0.04,2
479,5,0.04,19
480,5,0.04,3
481,5,0.04,8
482,5,0.04,5
483,5,0.04,23
484,5,0.04,17
485,5,0.04,6
486,5,0.04,10
487,5,0.04,10
488,5,0.04,6
489,5,0.04,12
490,5,0.04,11
491,5,0.04,12
492,5,0.04,12
493,5,0.04,19
494,5,0.04,6
495,5,0.04,12
496,5,0.04,10
497,5,0.04,11
498,5,0.04,7
499,5,0.04,5
500,5,0.04,22
501,5,0.05,3
502,5,0.05,14
503,5,0.05,7
504,5,0.05,9
505,5,0.05,8
506,5,0.05,21
507,5,0.05,13
508,5,0.05,8
509,5,0.05,2
510,5,0.05,11
511,5,0.05,7
512,5,0.05,1
513,5,0.05,5
514,5,0.05,12
515,5,0.05,9
516,5,0.05,7
517,5,0.05,18
518,5,0.05,10
519,5,0.05,13
520,5,0.05,7
521,5,0.05,15
522,5,0.05,2
523,5,0.05,17
524,5,0.05,5
525,5,0.05,4
526,5,0.05,8
527,5,0.05,10
528,5,0.05,5
529,5,0.05,13
530,5,0.05,3
531,5,0.05,3
532,5,0.05,10
533,5,0.05,14
534,5,0.05,10
535,5,0.05,21
536,5,0.05,16
537,5,0.05,18
538,5,0.05,10
539,5,0.05,9
540,5,0.05,5
541,5,0.05,7
542,5,0.05,24
543,5,0.05,6
544,5,0.05,5
545,5,0.05,5
546,5,0.05,3
547,5,0.05,8
548,5,0.05,6
549,5,0.05,5
550,5,0.05,13
551,5,0.05,8
552,5,0.05,13
553,5,0.05,10
554,5,0.05,9
555,5,0.05,16
556,5,0.05,11
557,5,0.05,5
558,5,0.05,17
559,5,0.05,12
560,5,0.05,5
561,5,0.05,15
562,5,0.05,9
563,5,0.05,9
564,5,0.05,11
565,5,0.05,20
566,5,0.05,14
567,5,0.05,14
568,5,0.05,6
569,5,0.05,19
570,5,0.05,13
571,5,0.05,13
572,5,0.05,21
573,5,0.05,14
574,5,0.05,17
575,5,0.05,13
576,5,0.05,6
577,5,0.05,19
578,5,0.05,6
579,5,0.05,14
580,5,0.05,10
581,5,0.05,14
582,5,0.05,5
583,5,0.05,25
584,5,0.05,7
585,5,0.05,18
586,5,0.05,23
587,5,0.05,7
588,5,0.05,11
589,5,0.05,12
590,5,0.05,4
591,5,0.05,7
592,5,0.05,1
593,5,0.05,8
594,5,0.05,19
595,5,0.05,10
596,5,0.05,15
597,5,0.05,5
598,5,0.05,11
599,5,0.05,5
600,5,0.05,21
601,5,0.06,8
602,5,0.06,13
603,5,0.06,7
604,5,0.06,7
605,5,0.06,18
606,5,0.06,3
607,5,0.06,15
608,5,0.06,9
609,5,0.06,10
610,5,0.06,19
611,5,0.06,9
612,5,0.06,5
613,5,0.06,6
614,5,0.06,19
615,5,0.06,19
616,5,0.06,19
617,5,0.06,16
618,5,0.06,3
619,5,0.06,0
620,5,0.06,13
621,5,0.06,3
622,5,0.06,6
623,5,0.06,16
624,5,0.06,5
625,5,0.06,4
626,5,0.06,14
627,5,0.06,11
628,5,0.06,10
629,5,0.06,9
630,5,0.06,11
631,5,0.06,7
632,5,0.06,7
633,5,0.06,12
634,5,0.06,13
635,5,0.06,8
636,5,0.06,15
637,5,0.06,18
638,5,0.06,3
639,5,0.06,18
640,5,0.06,6
641,5,0.06,10
642,5,0.06,9
643,5,0.06,25
644,5,0.06,6
645,5,0.06,11
646,5,0.06,13
647,5,0.06,11
648,5,0.06,9
649,5,0.06,9
650,5,0.06,2
651,5,0.06,4
652,5,0.06,3
653,5,0.06,11
654,5,0.06,20
655,5,0.06,2
656,5,0.06,8
657,5,0.06,8
658,5,0.06,8
659,5,0.06,9
660,5,0.06,8
661,5,0.06,6
662,5,0.06,21
663,5,0.06,5
664,5,0.06,2
665,5,0.06,10
666,5,0.06,16
667,5,0.06,10
668,5,0.06,3
669,5,0.06,7
670,5,0.06,8
671,5,0.06,13
672,5,0.06,14
673,5,0.06,9
674,5,0.06,8
675,5,0.06,4
676,5,0.06,12
677,5,0.06,14
678,5,0.06,11
679,5,0.06,5
680,5,0.06,22
681,5,0.06,2
682,5,0.06,2
683,5,0.06,9
684,5,0.06,20
685,5,0.06,4
686,5,0.06,8
687,5,0.06,10
688,5,0.06,18
689,5,0.06,3
690,5,0.06,14
691,5,0.06,4
692,5,0.06,6
693,5,0.06,2
694,5,0.06,15
695,5,0.06,11
696,5,0.06,8
697,5,0.06,8
698,5,0.06,6
699,5,0.06,17
700,5,0.06,2
701,5,0.07,10
702,5,0.07,7
703,5,0.07,17
704,5,0.07,10
705,5,0.07,6
706,5,0.07,9
707,5,0.07,12
708,5,0.07,11
709,5,0.07,17
710,5,0.07,14
711,5,0.07,3
712,5,0.07,9
713,5,0.07,4
714,5,0.07,15
715,5,0.07,5
716,5,0.07,13
717,5,0.07,0
718,5,0.07,5
719,5,0.07,16
720,5,0.07,20
721,5,0.07,9
722,5,0.07,9
723,5,0.07,14
724,5,0.07,12
725,5,0.07,3
726,5,0.07,12
727,5,0.07,9
728,5,0.07,8
729,5,0.07,17
730,5,0.07,10
731,5,0.07,15
732,5,0.07,10
733,5,0.07,4
734,5,0.07,11
735,5,0.07,17
736,5,0.07,6
737,5,0.07,21
738,5,0.07,1
739,5,0.07,11
740,5,0.07,10
741,5,0.07,20
742,5,0.07,17
743,5,0.07,14
744,5,0.07,5
745,5,0.07,9
746,5,0.07,13
747,5,0.07,3
748,5,0.07,13
749,5,0.07,8
750,5,0.07,7
751,5,0.07,15
752,5,0.07,9
753,5,0.07,8
754,5,0.07,19
755,5,0.07,2
756,5,0.07,5
757,5,0.07,12
758,5,0.07,10
759,5,0.07,3
760,5,0.07,14
761,5,0.07,11
762,5,0.07,12
763,5,0.07,4
764,5,0.07,15
765,5,0.07,10
766,5,0.07,8
767,5,0.07,11
768,5,0.07,12
769,5,0.07,3
770,5,0.07,16
771,5,0.07,16
772,5,0.07,11
773,5,0.07,5
774,5,0.07,19
775,5,0.07,16
776,5,0.07,7
777,5,0.07,4
778,5,0.07,5
779,5,0.07,12
780,5,0.07,11
781,5,0.07,5
782,5,0.07,6
783,5,0.07,6
784,5,0.07,9
785,5,0.07,7
786,5,0.07,8
787,5,0.07,21
788,5,0.07,14
789,5,0.07,12
790,5,0.07,10
791,5,0.07,8
792,5,0.07,10
793,5,0.07,8
794,5,0.07,1
795,5,0.07,10
796,5,0.07,7
797,5,0.07,7
798,5,0.07,16
799,5,0.07,16
800,5,0.07,12
801,5,0.08,4
802,5,0.08,10
803,5,0.08,3
804,5,0.08,12
805,5,0.08,13
806,5,0.08,14
807,5,0.08,5
808,5,0.08,10
809,5,0.08,5
810,5,0.08,12
811,5,0.08,6
812,5,0.08,15
813,5,0.08,12
814,5,0.08,14
815,5,0.08,2
816,5,0.08,10
817,5,0.08,18
818,5,0.08,9
819,5,0.08,7
820,5,0.08,9
821,5,0.08,11
822,5,0.08,18
823,5,0.08,21
824,5,0.08,22
825,5,0.08,7
826,5,0.08,9
827,5,0.08,13
828,5,0.08,7
829,5,0.08,14
830,5,0.08,10
831,5,0.08,10
832,5,0.08,1
833,5,0.08,11
834,5,0.08,17
835,5,0.08,11
836,5,0.08,6
837,5,0.08,10
838,5,0.08,2
839,5,0.08,1
840,5,0.08,5
841,5,0.08,6
842,5,0.08,14
843,5,0.08,9
844,5,0.08,8
845,5,0.08,5
846,5,0.08,16
847,5,0.08,16
848,5,0.08,7
849,5,0.08,13
850,5,0.08,0
851,5,0.08,13
852,5,0.08,12
853,5,0.08,16
854,5,0.08,16
855,5,0.08,17
856,5,0.08,6
857,5,0.08,13
858,5,0.08,7
859,5,0.08,5
860,5,0.08,7
861,5,0.08,17
862,5,0.08,13
863,5,0.08,7
864,5,0.08,15
865,5,0.08,13
866,5,0.08,16
867,5,0.08,6
868,5,0.08,4
869,5,0.08,9
870,5,0.08,7
871,5,0.08,19
872,5,0.08,11
873,5,0.08,15
874,5,0.08,9
875,5,0.08,14
876,5,0.08,11
877,5,0.08,11
878,5,0.08,3
879,5,0.08,7
880,5,0.08,21
881,5,0.08,9
882,5,0.08,15
883,5,0.08,15
884,5,0.08,1
885,5,0.08,17
886,5,0.08,15
887,5,0.08,7
888,5,0.08,3
889,5,0.08,16
890,5,0.08,7
891,5,0.08,13
892,5,0.08,4
893,5,0.08,15
894,5,0.08,24
895,5,0.08,18
896,5,0.08,9
897,5,0.08,8
898,5,0.08,1
899,5,0.08,9
900,5,0.08,3
901,5,0.09,14
902,5,0.09,3
903,5,0.09,3
904,5,0.09,7
905,5,0.09,12
906,5,0.09,9
907,5,0.09,9
908,5,0.09,16
909,5,0.09,18
910,5,0.09,13
911,5,0.09,9
912,5,0.09,11
913,5,0.09,11
914,5,0.09,8
915,5,0.09,8
916,5,0.09,11
917,5,0.09,3
918,5,0.09,10
919,5,0.09,12
920,5,0.09,18
921,5,0.09,13
922,5,0.09,8
923,5,0.09,11
924,5,0.09,20
925,5,0.09,12
926,5,0.09,16
927,5,0.09,4
928,5,0.09,7
929,5,0.09,10
930,5,0.09,16
931,5,0.09,3
932,5,0.09,11
933,5,0.09,19
934,5,0.09,3
935,5,0.09,7
936,5,0.09,8
937,5,0.09,8
938,5,0.09,10
939,5,0.09,1
940,5,0.09,9
941,5,0.09,18
942,5,0.09,12
943,5,0.09,11
944,5,0.09,9
945,5,0.09,13
946,5,0.09,15
947,5,0.09,7
948,5,0.09,18
949,5,0.09,10
950,5,0.09,15
951,5,0.09,20
952,5,0.09,15
953,5,0.09,7
954,5,0.09,12
955,5,0.09,11
956,5,0.09,18
957,5,0.09,6
958,5,0.09,9
959,5,0.09,6
960,5,0.09,19
961,5,0.09,10
962,5,0.09,8
963,5,0.09,15
964,5,0.09,10
965,5,0.09,23
966,5,0.09,7
967,5,0.09,18
968,5,0.09,6
969,5,0.09,9
970,5,0.09,13
971,5,0.09,3
972,5,0.09,7
973,5,0.09,12
974,5,0.09,7
975,5,0.09,18
976,5,0.09,2
977,5,0.09,3
978,5,0.09,4
979,5,0.09,8
980,5,0.09,10
981,5,0.09,8
982,5,0.09,12
983,5,0.09,8
984,5,0.09,15
985,5,0.09,23
986,5,0.09,2
987,5,0.09,11
988,5,0.09,15
989,5,0.09,6
990,5,0.09,11
991,5,0.09,4
992,5,0.09,17
993,5,0.09,6
994,5,0.09,2
995,5,0.09,13
996,5,0.09,19
997,5,0.09,5
998,5,0.09,5
999,5,0.09,5
1000,5,0.09,5
1001,5,0.1,19
1002,5,0.1,3
1003,5,0.1,6
1004,5,0.1,1
1005,5,0.1,2
1006,5,0.1,1
1007,5,0.1,25
1008,5,0.1,6
1009,5,0.1,9
1010,5,0.1,14
1011,5,0.1,12
1012,5,0.1,11
1013,5,0.1,11
1014,5,0.1,11
1015,5,0.1,14
1016,5,0.1,20
1017,5,0.1,18
1018,5,0.1,15
1019,5,0.1,14
1020,5,0.1,6
1021,5,0.1,5
1022,5,0.1,20
1023,5,0.1,5
1024,5,0.1,16
1025,5,0.1,5
1026,5,0.1,12
1027,5,0.1,14
1028,5,0.1,9
1029,5,0.1,8
1030,5,0.1,6
1031,5,0.1,14
1032,5,0.1,10
1033,5,0.1,11
1034,5,0.1,11
1035,5,0.1,19
1036,5,0.1,10
1037,5,0.1,4
1038,5,0.1,14
1039,5,0.1,13
1040,5,0.1,11
1041,5,0.1,18
1042,5,0.1,1
1043,5,0.1,9
1044,5,0.1,10
1045,5,0.1,3
1046,5,0.1,9
1047,5,0.1,23
1048,5,0.1,7
1049,5,0.1,8
1050,5,0.1,2
1051,5,0.1,11
1052,5,0.1,21
1053,5,0.1,14
1054,5,0.1,12
1055,5,0.1,11
1056,5,0.1,5
1057,5,0.1,10
1058,5,0.1,6
1059,5,0.1,14
1060,5,0.1,5
1061,5,0.1,7
1062,5,0.1,10
1063,5,0.1,7
1064,5,0.1,10
1065,5,0.1,3
1066,5,0.1,15
1067,5,0.1,16
1068,5,0.1,6
1069,5,0.1,5
1070,5,0.1,7
1071,5,0.1,14
1072,5,0.1,16
1073,5,0.1,3
1074,5,0.1,10
1075,5,0.1,5
1076,5,0.1,8
1077,5,0.1,9
1078,5,0.1,11
1079,5,0.1,16
1080,5,0.1,22
1081,5,0.1,2
1082,5,0.1,11
1083,5,0.1,1
1084,5,0.1,6
1085,5,0.1,11
1086,5,0.1,15
1087,5,0.1,11
1088,5,0.1,11
1089,5,0.1,15
1090,5,0.1,10
1091,5,0.1,11
1092,5,0.1,1
1093,5,0.1,5
1094,5,0.1,6
1095,5,0.1,3
1096,5,0.1,13
1097,5,0.1,14
1098,5,0.1,8
1099,5,0.1,13
1100,5,0.1,8
1101,5,0.11,6
1102,5,0.11,13
1103,5,0.11,6
1104,5,0.11,6
1105,5,0.11,11
1106,5,0.11,17
1107,5,0.11,16
1108,5,0.11,16
1109,5,0.11,5
1110,5,0.11,12
1111,5,0.11,9
1112,5,0.11,6
1113,5,0.11,15
1114,5,0.11,19
1115,5,0.11,13
1116,5,0.11,4
1117,5,0.11,20
1118,5,0.11,15
1119,5,0.11,7
1120,5,0.11,14
1121,5,0.11,12
1122,5,0.11,13
1123,5,0.11,9
1124,5,0.11,1
1125,5,0.11,14
1126,5,0.11,17
1127,5,0.11,16
1128,5,0.11,18
1129,5,0.11,7
1130,5,0.11,16
1131,5,0.11,9
1132,5,0.11,16
1133,5,0.11,11
1134,5,0.11,12
1135,5,0.11,8
1136,5,0.11,0
1137,5,0.11,9
1138,5,0.11,16
1139,5,0.11,22
1140,5,0.11,5
1141,5,0.11,5
1142,5,0.11,18
1143,5,0.11,12
1144,5,0.11,4
1145,5,0.11,16
1146,5,0.11,4
1147,5,0.11,5
1148,5,0.11,13
1149,5,0.11,16
1150,5,0.11,12
1151,5,0.11,4
1152,5,0.11,11
1153,5,0.11,15
1154,5,0.11,14
1155,5,0.11,11
1156,5,0.11,6
1157,5,0.11,7
1158,5,0.11,7
1159,5,0.11,11
1160,5,0.11,11
1161,5,0.11,19
1162,5,0.11,17
1163,5,0.11,12
1164,5,0.11,14
1165,5,0.11,21
1166,5,0.11,7
1167,5,0.11,15
1168,5,0.11,7
1169,5,0.11,16
1170,5,0.11,13
1171,5,0.11,15
1172,5,0.11,17
1173,5,0.11,25
1174,5,0.11,13
1175,5,0.11,17
1176,5,0.11,21
1177,5,0.11,15
1178,5,0.11,4
1179,5,0.11,22
1180,5,0.11,25
1181,5,0.11,10
1182,5,0.11,25
1183,5,0.11,17
1184,5,0.11,15
1185,5,0.11,10
1186,5,0.11,14
1187,5,0.11,15
1188,5,0.11,11
1189,5,0.11,2
1190,5,0.11,18
1191,5,0.11,13
1192,5,0.11,3
1193,5,0.11,6
1194,5,0.11,6
1195,5,0.11,5
1196,5,0.11,23
1197,5,0.11,15
1198,5,0.11,12
1199,5,0.11,4
1200,5,0.11,19
1201,5,0.12,3
1202,5,0.12,11
1203,5,0.12,3
1204,5,0.12,10
1205,5,0.12,18
1206,5,0.12,10
1207,5,0.12,14
1208,5,0.12,8
1209,5,0.12,11
1210,5,0.12,3
1211,5,0.12,9
1212,5,0.12,6
1213,5,0.12,2
1214,5,0.12,8
1215,5,0.12,4
1216,5,0.12,13
1217,5,0.12,8
1218,5,0.12,3
1219,5,0.12,8
1220,5,0.12,6
1221,5,0.12,13
1222,5,0.12,16
1223,5,0.12,7
1224,5,0.12,9
1225,5,0.12,6
1226,5,0.12,9
1227,5,0.12,13
1228,5,0.12,4
1229,5,0.12,4
1230,5,0.12,9
1231,5,0.12,6
1232,5,0.12,2
1233,5,0.12,12
1234,5,0.12,8
1235,5,0.12,7
1236,5,0.12,10
1237,5,0.12,6
1238,5,0.12,1
1239,5,0.12,16
1240,5,0.12,6
1241,5,0.12,1
1242,5,0.12,6
1243,5,0.12,11
1244,5,0.12,11
1245,5,0.12,19
1246,5,0.12,5
1247,5,0.12,3
1248,5,0.12,15
1249,5,0.12,15
1250,5,0.12,7
1251,5,0.12,11
1252,5,0.12,22
1253,5,0.12,22
1254,5,0.12,14
1255,5,0.12,2
1256,5,0.12,15
1257,5,0.12,9
1258,5,0.12,10
1259,5,0.12,9
1260,5,0.12,6
1261,5,0.12,6
1262,5,0.12,6
1263,5,0.12,10
1264,5,0.12,16
1265,5,0.12,8
1266,5,0.12,6
1267,5,0.12,18
1268,5,0.12,5
1269,5,0.12,14
1270,5,0.12,6
1271,5,0.12,20
1272,5,0.12,12
1273,5,0.12,14
1274,5,0.12,8
1275,5,0.12,2
1276,5,0.12,5
1277,5,0.12,11
1278,5,0.12,21
1279,5,0.12,19
1280,5,0.12,8
1281,5,0.12,9
1282,5,0.12,16
1283,5,0.12,7
1284,5,0.12,15
1285,5,0.12,11
1286,5,0.12,6
1287,5,0.12,16
1288,5,0.12,17
1289,5,0.12,7
1290,5,0.12,18
1291,5,0.12,5
1292,5,0.12,20
1293,5,0.12,19
1294,5,0.12,15
1295,5,0.12,12
1296,5,0.12,13
1297,5,0.12,17
1298,5,0.12,19
1299,5,0.12,15
1300,5,0.12,5
1301,5,0.13,10
1302,5,0.13,7
1303,5,0.13,12
1304,5,0.13,3
1305,5,0.13,16
1306,5,0.13,7
1307,5,0.13,3
1308,5,0.13,7
1309,5,0.13,17
1310,5,0.13,14
1311,5,0.13,14
1312,5,0.13,4
1313,5,0.13,11
1314,5,0.13,12
1315,5,0.13,10
1316,5,0.13,7
1317,5,0.13,18
1318,5,0.13,6
1319,5,0.13,7
1320,5,0.13,12
1321,5,0.13,14
1322,5,0.13,7
1323,5,0.13,8
1324,5,0.13,6
1325,5,0.13,21
1326,5,0.13,17
1327,5,0.13,8
1328,5,0.13,13
1329,5,0.13,11
1330,5,0.13,14
1331,5,0.13,18
1332,5,0.13,9
1333,5,0.13,18
1334,5,0.13,5
1335,5,0.13,13
1336,5,0.13,11
1337,5,0.13,9
1338,5,0.13,22
1339,5,0.13,10
1340,5,0.13,23
1341,5,0.13,8
1342,5,0.13,5
1343,5,0.13,7
1344,5,0.13,19
1345,5,0.13,14
1346,5,0.13,12
1347,5,0.13,10
1348,5,0.13,14
1349,5,0.13,7
1350,5,0.13,13
1351,5,0.13,4
1352,5,0.13,17
1353,5,0.13,6
1354,5,0.13,15
1355,5,0.13,3
1356,5,0.13,15
1357,5,0.13,14
1358,5,0.13,9
1359,5,0.13,9
1360,5,0.13,10
1361,5,0.13,9
